Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Cavan Biggio,TOR,141,609,510,118,25,2,20,83,69,87,162,5,13,4,0.232,0.347,0.41,0.757,0.327,2,0.6,2.8,66.2,19252,141,19252,2B/3B/OF,0.293563311,-0.273836405,0.50136129,-0.265888535,0.121015849,-0.848578403,-0.472362893,1.449702776,7.882065022,2.731906628,1.296009921,1.827593652,2.335991761,0.248913589,-0.55835053
Justin Turner,LAD,126,600,521.4633559,143.303829,28.72581088,1.198454939,21.06018696,81.89560652,80.08302414,56.78469613,95.65438137,14.45966761,2.340456865,0.105987559,0.274110743,0.360260493,0.460739099,0.82036432,0.349,-2.8,-0.8,2.9,206.3,5235,139.6840958,5235,3B/DH,0.23149427,-0.162988528,-0.698955747,0.298877232,0.520067778,-0.087014965,0.10148004,1.434021746,7.679382812,2.695556027,1.364710562,0.329031085,2.711207023,0.530175174,0.04870294
Adam Duvall,MIA,118,600,539.0464248,125.6547156,26.15172218,2.364658402,29.65651407,73.53974465,93.42963433,44.8063292,157.876057,7.773752998,3.184232185,1.344770293,0.231481756,0.300939695,0.459710223,0.761573024,0.315,2.2,-0.3,1.1,361,10950,142.1591691,10950,OF,-0.238121264,0.735800692,-0.603942492,0.978990209,-1.275381773,-0.105913455,-0.508568083,1.413497586,7.24684228,2.420526697,1.921756823,0.447652502,3.163055884,-0.743444087,0.037294461
Victor Robles,WSN,151,651,579,146,30,4,17,79,72,41,149,21,24,9,0.251,0.322,0.406,0.728,0.311,3,1,1.6,153.9,18363,151,18363,OF,0.068755605,-0.587501489,1.740015446,-0.11301534,-0.689234869,-1.030116222,-0.611096869,1.3109688,8.516696698,2.600248478,1.101608433,3.37401905,2.43755662,-0.314316582,-0.682419301
Tyler O'Neill,STL,130,600,541.0770448,124.83358,21.86594255,1.163891417,29.19393891,76.18640209,84.1369143,47.05902436,182.0341829,5.347754156,8.532239184,3.154952941,0.231048729,0.297669526,0.43950422,0.737588625,0.308,0.8,0.4,0.6,470.2,15711,140.8580535,15711,OF,-0.089374018,0.687436133,-0.001730574,0.505454278,-1.374359264,-0.428728773,-0.701302218,1.220763452,7.416048074,2.507640203,1.891781723,1.199497398,2.848451284,-0.813654715,-0.217667819
Austin Riley,ATL,133,600,544.8527269,134.9240658,26.31242746,3.095552378,29.99194187,75.32010684,93.41034496,44.30374258,165.2039614,6.221321441,1.163923676,1.051031047,0.248303691,0.310459126,0.471397714,0.780594302,0.324,-2.7,-0.6,1.3,211.3,18360,139.5886387,18360,3B,-0.13806148,0.770871354,-0.831439177,0.978007267,-0.987259238,0.080889349,-0.126991924,1.205549781,7.395771588,2.479126495,1.943492711,0.163629194,3.162402844,-0.539061619,0.186181963
Ryan Mountcastle,BAL,128,600,555.2155277,154.3794565,27.1924825,2.192572415,24.40287822,71.09402246,88.03587431,32.59435362,134.4401649,4.408611134,2.625381042,1.182069705,0.27731559,0.322100026,0.470007458,0.792594968,0.331,0.6,-0.6,1.5,149.1,18373,140.7582129,18373,1B/OF,-0.375575563,0.186506649,-0.666871882,0.704136435,-0.634926685,0.059883382,-0.726847664,1.195218005,7.153257994,2.340026882,1.581318614,0.369086902,2.980450392,-0.289131163,0.171506367
Alec Bohm,PHI,134,600,536.7000697,151.329125,28.95908161,2.069826738,20.7248806,75.42623192,82.49217516,51.68350419,110.3413564,4.161734899,5.119790378,3.037291919,0.282113595,0.347831285,0.463813201,0.812389298,0.343,-0.6,-0.5,2.7,999,21618,138.8147745,21618,1B/3B,-0.132097046,-0.198046494,-0.38598911,0.421642103,0.143875655,-0.04055494,-0.191169833,1.141371873,7.690001275,2.482619553,1.342982544,0.719761261,2.792768718,0.263319704,0.088549495
Dominic Smith,NYM,130,600,543.0770448,142.83358,32.86594255,2.163891417,23.19393891,74.18640209,85.1369143,44.05902436,142.0341829,6.347754156,2.532239184,1.154952941,0.261848729,0.324736193,0.46190422,0.787988625,0.331,-3,-0.6,1.3,118.5,15653,140.8580535,15653,1B/OF,-0.201777871,0.060105966,-0.677360114,0.55641201,-0.555138419,-0.071475539,-0.889233967,1.032831703,7.015905264,2.441811128,1.502978747,0.355992635,2.882306237,-0.232532596,0.065349112
Chris Taylor,LAD,126,600,530.3540105,132.925333,30.51902245,4.221253413,18.61181753,76.00164282,77.93483431,56.12968288,162.8461469,6.469468111,9.718522899,4.20918647,0.249615785,0.32863386,0.434220697,0.763414644,0.323,-3,0.5,1.7,221,13757,140.6583723,13757,2B/SS/OF,-0.099757844,-0.418977862,0.131850813,0.189410352,-0.437168578,-0.503110285,-1.137753405,0.784312265,7.284417982,2.501558937,1.206055008,1.366270058,2.638480157,-0.148849564,-0.279096615
Kyle Seager,SEA,149,644,568,137,30,1,25,76,91,60,122,9,6,2,0.242,0.321,0.432,0.753,0.317,-0.4,-0.8,2.3,283.1,9785,149,9785,3B,-0.099850174,0.248938733,-0.286873173,0.855181556,-0.714682684,-0.575196998,-0.57248274,0.760058965,7.384830618,2.501504864,1.620012402,0.843504762,3.080800728,-0.33410555,-0.326886589
Kole Calhoun,ARI,113,590,513.6926121,121.0839501,24.66485638,2.409728542,23.98484727,75.96600523,75.84228576,60.6475609,140.0854573,6.869385391,5.330597961,2.387382351,0.235157787,0.325871676,0.438620898,0.765547352,0.321,2.1,-0.4,0.9,260.5,11200,140.1451338,11200,OF,-0.101760746,0.142799412,-0.362251138,0.082778825,-0.512669004,-0.421004026,-1.172106677,0.749958993,6.948785645,2.500385942,1.554230001,0.749397461,2.567637024,-0.20490447,-0.217960314
Brandon Nimmo,NYM,110,576,475.6926121,116.0839501,23.66485638,4.409728542,17.98484727,77.96600523,59.84228576,79.6475609,137.0854573,11.86938539,6.330597961,3.387382351,0.243474122,0.368063001,0.429570017,0.798713433,0.347,-5.4,-0.1,2.2,266,12927,137.1451338,12927,OF,0.010643107,-0.484530755,-0.249646215,-0.732544877,0.724589524,-0.517709075,-1.249198291,0.672867379,7.015070586,2.566215018,1.165427025,0.889981588,2.025957775,0.671517539,-0.304028359
Austin Hays,BAL,126,600,554.3540105,143.925333,26.51902245,2.221253413,23.61181753,75.00164282,74.93483431,32.12968288,125.8461469,6.469468111,10.7185229,6.20918647,0.258715785,0.30588386,0.441500697,0.747944644,0.313,2,-0.9,1.6,245,19363,140.6583723,19363,OF,-0.155959771,0.103797276,0.244455736,0.036537158,-1.125737823,-0.406319796,-1.303227219,0.618838451,7.208308998,2.4686444,1.530057489,1.506854185,2.536915298,-0.637292724,-0.196869649
Alex Verdugo,BOS,138,600,540.3846306,155.1041975,36.23324282,2.020486427,16.14924236,77.64830026,63.64211429,49.38237804,98.00427287,4.04346927,8.066529898,3.019369118,0.286656091,0.347892024,0.450963027,0.798906911,0.338,1.4,0.5,2.7,128.7,17027,139.3572567,17027,OF,-0.007212524,-0.676452477,-0.054171732,-0.538914235,0.14571404,-0.245562111,-1.376599041,0.545466629,7.082570317,2.555757906,1.046478916,1.134026064,2.154600792,0.26462378,-0.07291714
Nick Senzel,CIN,128,600,540.2155277,136.3794565,32.1924825,3.192572415,18.40287822,74.09402246,68.03587431,48.59435362,145.4401649,4.408611134,16.62538104,7.182069705,0.251508924,0.317491693,0.425767458,0.743746634,0.314,-0.6,-0.3,0.9,276.8,19293,140.7582129,19293,OF,-0.206969784,-0.440823518,0.909597044,-0.315018193,-0.774406096,-0.646935673,-1.474556219,0.44750945,7.493322423,2.438770495,1.192515637,2.337264681,2.303351331,-0.388072213,-0.390507508
Brian Anderson,MIA,154,665,584,147,31,3,23,77,84,61,160,16,3,2,0.252,0.337,0.433,0.77,0.328,-0.7,-0.1,2.7,243,18289,154,18289,3B,-0.043648248,0.039828678,-0.624687943,0.498477436,-0.20012671,-0.573846476,-0.904003262,0.428538443,7.002376167,2.534419402,1.490411409,0.421752381,2.843816057,0.033868979,-0.321892062
Alex Dickerson,SFG,109,569,507.6926121,134.0839501,27.66485638,4.409728542,18.98484727,73.96600523,76.84228576,44.6475609,114.0854573,6.869385391,3.330597961,0.387382351,0.262437775,0.333359031,0.453517276,0.78714576,0.33,-3.3,-0.3,0.9,348.1,12649,136.1451338,12649,OF,-0.214164599,-0.379975727,-0.587460985,0.133736557,-0.280745293,-0.193164689,-1.521774737,0.400290933,6.651006277,2.434556867,1.230227521,0.468229207,2.601491977,-0.045101087,-0.038398208
Josh Naylor,CLE,115,597,534.6926121,144.0839501,29.66485638,2.409728542,18.98484727,74.96600523,71.84228576,49.6475609,98.08545731,3.869385391,5.330597961,2.387382351,0.268432319,0.337504671,0.442764372,0.781311453,0.33,-1.8,-0.2,0.9,468.9,18839,142.1451338,18839,OF/DH,-0.157962672,-0.379975727,-0.362251138,-0.1210521,-0.168007549,-0.37239397,-1.561643158,0.360422512,6.746164327,2.467471405,1.230227521,0.749397461,2.432217212,0.041412317,-0.174561589
Andrew Benintendi,KCR,131,600,516.938562,131.2877035,29.53940261,3.135210419,15.9849996,75.27878173,65.2379543,68.5236951,128.6282009,5.286897179,12.43909733,5.127836176,0.252600202,0.344452359,0.415790981,0.761530616,0.326,1,0.2,1.5,218.5,17901,139.9578942,17901,OF,-0.140384031,-0.693624884,0.438200887,-0.457593849,0.041606449,-0.771671293,-1.58346672,0.33859895,7.166325035,2.477766298,1.035835904,1.748739639,2.20862788,0.190774067,-0.495418755
Ryan McMahon,COL,130,600,534.1580414,134.1139474,27.01911917,3.147003659,24.52606442,72.10785668,80.24668455,55.54421935,173.9291714,4.340494525,5.25219027,2.078509303,0.251267217,0.32524481,0.448673407,0.773447644,0.325,-1.1,0.1,0.6,239,15112,140.1363673,15112,1B/2B/3B,-0.318596127,0.199386385,-0.37108023,0.307216996,-0.539744209,-0.278939035,-1.001756221,0.330785484,7.095516496,2.373396766,1.589301141,0.738374584,2.716747738,-0.221612566,-0.100691167
Miguel Cabrera,DET,143,616,550,143,20,1,21,64,81,57,132,4,2,0,0.261,0.331,0.417,0.748,0.318,0,-3,0,533.2,1744,143,1744,DH,-0.774273292,-0.169281378,-0.737292866,0.345604242,-0.374377176,-0.800665846,-2.510286315,0.276605701,5.880769051,2.106530412,1.360810417,0.281168254,2.742251198,-0.10049049,-0.50950074
Hunter Dozier,KCR,144,623,551,134,28,6,22,75,74,64,168,3,6,2,0.242,0.323,0.433,0.757,0.321,-4,-0.6,1.5,240,15117,144,15117,1B/OF,-0.156052101,-0.06472635,-0.286873173,-0.011099878,-0.629653746,-0.542079465,-1.690484712,0.231580957,6.658597936,2.468590327,1.425610913,0.843504762,2.505266526,-0.279461361,-0.304913231
Giovanny Urshela,NYY,143,616,563,155,32,0,20,78,87,40,109,6,3,1,0.276,0.327,0.444,0.771,0.325,0.7,-0.7,2.5,161.1,10681,143,10681,3B,0.012553679,-0.273836405,-0.624687943,0.65135063,-0.498672752,-0.370973485,-1.104266276,0.228275429,6.874980373,2.56733394,1.296009921,0.421752381,2.945380916,-0.188509561,-0.166987224
Willie Calhoun,TEX,123,600,543.6309762,139.017086,26.17210234,2.278615409,23.02969614,70.81688355,80.73275432,44.20034141,99.65811097,5.591182066,2.904806613,1.263419999,0.25572284,0.318158194,0.446063841,0.764927329,0.32,-1.5,-0.8,-0.1,403,17838,141.458691,17838,OF/DH,-0.391151304,0.042933559,-0.635407187,0.331986008,-0.754233254,-0.325520621,-1.731392798,0.190672871,6.45560196,2.330904983,1.492335734,0.408369702,2.733203608,-0.373762416,-0.135449651
Dylan Moore,SEA,115,597,527.6926121,120.0839501,25.66485638,2.409728542,18.98484727,70.96600523,62.84228576,47.6475609,152.0854573,12.86938539,24.33059796,11.38738235,0.225975032,0.307534822,0.39531211,0.703889342,0.295,-1.4,-0.3,0.6,122.7,18042,142.1451338,18042,2B/OF,-0.382770378,-0.379975727,1.777242404,-0.579671683,-1.070562929,-1.106212517,-1.74195083,0.180114839,7.757410817,2.335813254,1.230227521,3.420495876,2.127522634,-0.599030203,-0.757618264
Nick Solak,TEX,128,600,536.2155277,141.3794565,25.1924825,2.192572415,17.40287822,74.09402246,72.03587431,49.59435362,127.4401649,7.408611134,9.625381042,3.182069705,0.26349059,0.333160026,0.416550792,0.750198301,0.32,-3.7,0.6,1.1,180.2,19294,140.7582129,19294,2B/OF,-0.206969784,-0.545378546,0.121362581,-0.111187267,-0.300176098,-0.787995755,-1.830344869,0.091720801,6.803576855,2.438770495,1.127715141,1.353175792,2.438771143,-0.051672642,-0.503183074
Harrison Bader,STL,131,600,523.938562,121.2877035,22.53940261,3.135210419,19.9849996,75.27878173,66.2379543,53.5236951,179.6282009,14.28689718,14.43909733,5.127836176,0.230865202,0.317992359,0.405395981,0.723730616,0.308,6.2,0.8,1.9,503.2,18030,139.9578942,18030,OF,-0.140384031,-0.275404773,0.663410734,-0.406636117,-0.75925255,-0.942598231,-1.860864967,0.061200702,7.038830257,2.477766298,1.295037888,2.029907894,2.242482834,-0.377322901,-0.629041755
Dylan Carlson,STL,136,600,535.5231135,132.650074,28.55978277,6.049167425,18.35818167,70.55592063,72.54107429,51.91770731,141.4102549,6.104326247,12.15967176,6.046485882,0.247954619,0.318340858,0.426411266,0.744876587,0.315,4,-0.6,1.3,999,20126,139.2574161,20126,OF,-0.405817923,-0.445496766,0.406736192,-0.085443422,-0.748704609,-0.631248776,-1.909975304,0.012090365,6.928140234,2.322315509,1.189619279,1.709456839,2.455874665,-0.369840619,-0.37928544
Robbie Grossman,DET,128,600,516.2155277,130.3794565,29.1924825,3.192572415,15.40287822,73.09402246,63.03587431,71.59435362,113.4401649,5.408611134,11.62538104,4.182069705,0.251508924,0.347906693,0.411942458,0.760336634,0.326,-2.4,-0.5,1.1,420.9,5254,140.7582129,5254,OF,-0.26317171,-0.754488601,0.346572427,-0.56980685,0.146158018,-0.829203463,-1.923940178,-0.001874509,6.896066705,2.405855957,0.998114149,1.634344046,2.134076566,0.26493872,-0.541262733
Franchy Cordero,BOS,100,534,481.6926121,119.0839501,26.66485638,5.409728542,17.98484727,69.96600523,70.84228576,40.6475609,148.0854573,3.869385391,11.33059796,3.387382351,0.245949615,0.311438743,0.442041816,0.75464595,0.314,0.1,0.7,0.6,402.4,14567,127.1451338,14567,OF,-0.438972305,-0.484530755,0.313378401,-0.172009832,-0.856084045,-0.34690327,-1.985121804,-0.063056135,6.828801154,2.302898716,1.165427025,1.592902224,2.398362259,-0.464335878,-0.166453192
Sam Hilliard,COL,105,555,500.6926121,118.0839501,20.66485638,4.409728542,21.98484727,65.96600523,66.84228576,42.6475609,172.0854573,2.869385391,15.33059796,6.387382351,0.236113683,0.303034755,0.430524919,0.734680968,0.304,-1.8,0,-0.4,360.9,17954,132.1451338,17954,OF,-0.663780011,-0.066310644,0.763798094,-0.375840757,-1.123672111,-0.530202569,-1.996007997,-0.073942328,7.057011893,2.171240565,1.424629009,2.155238732,2.262942447,-0.649214563,-0.307824297
Randal Grichuk,TOR,94,506,462.6926121,114.0839501,24.66485638,2.409728542,23.98484727,65.96600523,74.84228576,32.6475609,125.0854573,3.869385391,3.330597961,1.387382351,0.245144455,0.303715986,0.470984842,0.775930706,0.32,-3.1,-0.2,0.7,235.1,10243,121.1451338,10243,OF/DH,-0.663780011,0.142799412,-0.587460985,0.031821094,-1.010135943,0.061298158,-2.025458275,-0.103392606,6.300093144,2.171240565,1.554230001,0.468229207,2.533782071,-0.582581353,0.155192652
Adam Eaton,CHW,125,600,525.4924934,136.4712095,24.84556239,4.249934411,14.82075684,80.90926319,59.83379431,53.66501215,109.252129,10.53032509,10.81166476,3.236303234,0.259447646,0.341292694,0.407428935,0.74935432,0.321,0.7,0.8,1.5,379.9,11205,141.5585316,11205,OF,0.176059875,-0.815352318,0.254943968,-0.732977582,-0.054026443,-0.913850528,-2.085203029,-0.163137359,6.686222589,2.663090993,0.960392395,1.519948452,2.025670298,0.122935963,-0.605815511
Jackie Bradley Jr.,,123,600,525.6309762,124.017086,27.17210234,2.278615409,20.02969614,72.81688355,68.73275432,56.20034141,151.658111,9.591182066,10.90480661,4.263419999,0.235329507,0.320818194,0.411483841,0.733007329,0.31,1,0.6,1.4,433.8,12984,141.458691,12984,OF,-0.278747451,-0.270731524,0.265432199,-0.279506768,-0.673723619,-0.851224807,-2.088501971,-0.166436301,6.681861471,2.396734058,1.297934246,1.533042719,2.326944171,-0.316652138,-0.556141585
Ke'Bryan Hayes,PIT,134,600,533.7000697,144.329125,32.95908161,5.069826738,16.7248806,74.42623192,65.49217516,54.68350419,118.3413564,5.161734899,9.119790378,3.037291919,0.269525261,0.341052951,0.446383201,0.787212631,0.332,4.3,0.2,2.8,150.1,18577,138.8147745,18577,3B,-0.188298972,-0.616266605,0.064430583,-0.444639331,-0.061282669,-0.31476014,-1.560817134,-0.228275429,7.021451852,2.449705016,1.083780559,1.282097769,2.217234516,0.11778869,-0.129154698
Jurickson Profar,SDP,102,541,475.6926121,119.0839501,24.66485638,2.409728542,16.98484727,67.96600523,68.84228576,47.6475609,86.08545731,8.869385391,9.330597961,2.387382351,0.250026052,0.331747299,0.42409488,0.756992491,0.32,-0.4,0.8,1,264.9,10815,129.1451338,10815,2B/OF,-0.551376158,-0.589085783,0.088168555,-0.273925294,-0.31262029,-0.594526218,-2.233365189,-0.311299519,6.540389489,2.237069641,1.100626529,1.311733969,2.330652353,-0.074411511,-0.365281492
Avisail Garcia,MIL,136,600,543.5231135,142.650074,26.55978277,2.049167425,19.35818167,68.55592063,73.54107429,40.91770731,144.4102549,9.104326247,7.159671755,4.046485882,0.261674619,0.323240858,0.425431266,0.748796587,0.316,0.1,-0.8,0.7,317.4,5760,139.2574161,5760,OF,-0.518221776,-0.340941738,-0.156288424,-0.034485691,-0.600397387,-0.656214672,-2.306549689,-0.384484019,6.345530918,2.256486433,1.254419775,1.006536204,2.489729618,-0.264637477,-0.397003636
Jason Heyward,CHC,125,600,521.4924934,131.4712095,22.84556239,4.249934411,16.82075684,71.90926319,69.83379431,66.66501215,110.252129,5.530325089,5.811664756,2.236303234,0.252260979,0.342191027,0.412818935,0.755642653,0.323,5.2,0.5,1.6,496.1,4940,141.5585316,4940,OF,-0.329757464,-0.606242263,-0.308080649,-0.223400268,-0.026836786,-0.824079559,-2.318396988,-0.396331318,6.24456835,2.366860154,1.089993387,0.817027817,2.364219828,0.142223206,-0.535756042
Jeimer Candelario,DET,139,602,529,131,29,4,21,74,74,62,149,7,3,1,0.249,0.334,0.438,0.771,0.328,2.5,-0.3,2.2,279.7,13621,139,13621,1B/3B,-0.212254027,-0.169281378,-0.624687943,-0.011099878,-0.275553133,-0.442889282,-1.735765641,-0.403223936,6.458047747,2.435675789,1.360810417,0.421752381,2.505266526,-0.033743264,-0.231714103
Stephen Piscotty,OAK,130,600,539.0770448,130.83358,27.86594255,1.163891417,21.19393891,68.18640209,80.1369143,47.05902436,141.0341829,7.347754156,6.532239184,2.154952941,0.243182063,0.311669526,0.418037553,0.730121958,0.309,-0.1,0.2,1,509.6,13367,140.8580535,13367,OF,-0.53898943,-0.14900409,-0.226940421,0.301623353,-0.950624344,-0.768499653,-2.332434584,-0.410368914,6.248999685,2.244323902,1.373377755,0.918329144,2.713031472,-0.513074308,-0.486988278
Gregory Polanco,PIT,113,590,524.6926121,119.0839501,27.66485638,2.409728542,21.98484727,66.96600523,74.84228576,52.6475609,160.0854573,3.869385391,10.33059796,3.387382351,0.226022194,0.302617439,0.42118022,0.725682945,0.3,-1.8,0.2,-0.2,487.2,12907,140.1451338,12907,OF/DH,-0.607578084,-0.066310644,0.200773478,0.031821094,-1.204769373,-0.699670738,-2.345734268,-0.423668598,6.482234489,2.204155103,1.424629009,1.452318097,2.533782071,-0.696380067,-0.436269723
Manuel Margot,TBR,105,555,499.6926121,127.0839501,25.66485638,3.409728542,13.98484727,65.96600523,60.84228576,42.6475609,110.0854573,2.869385391,20.33059796,7.387382351,0.254149719,0.319431151,0.412488883,0.733041329,0.307,4.2,0.9,1.4,260,14712,132.1451338,14712,OF,-0.663780011,-0.902750866,1.326822711,-0.681587146,-0.664625947,-0.794982699,-2.380903958,-0.458838289,7.15484536,2.171240565,0.906225041,2.858159367,2.059812728,-0.32200512,-0.518587221
David Peralta,ARI,126,600,545.3540105,146.925333,28.51902245,3.221253413,18.61181753,68.00164282,75.93483431,44.12968288,125.8461469,5.469468111,2.718522899,1.20918647,0.268725785,0.32954386,0.437860697,0.767964644,0.324,1.9,-0.4,1.1,279.3,2136,140.6583723,2136,OF/DH,-0.549373256,-0.418977862,-0.65638365,0.087494889,-0.409625808,-0.45846117,-2.405326858,-0.483261188,6.027760137,2.238242636,1.206055008,0.382181169,2.570770251,-0.129311837,-0.24017709
Raimel Tapia,COL,131,600,551.938562,156.2877035,31.53940261,7.135210419,10.9849996,73.27878173,59.2379543,36.5236951,123.6282009,3.286897179,16.43909733,5.127836176,0.282840202,0.330277359,0.424295981,0.754915616,0.319,-0.5,1.1,0,250.3,14350,139.9578942,14350,OF/DH,-0.252787884,-1.216400023,0.88862058,-0.763340237,-0.387425157,-0.68467559,-2.41600831,-0.493942641,6.909439415,2.411937223,0.711833423,2.311076148,2.005498162,-0.113563594,-0.417341947
Enrique Hernandez,BOS,99,527,468.6926121,114.0839501,25.66485638,2.409728542,18.98484727,68.96600523,72.84228576,44.6475609,108.0854573,4.869385391,4.330597961,1.387382351,0.242707959,0.317182711,0.438814668,0.757178249,0.315,-1.7,0.2,0.8,444.4,10472,126.1451338,10472,2B/OF,-0.495174231,-0.379975727,-0.474856062,-0.070094369,-0.692616707,-0.382467035,-2.495184132,-0.573118463,6.027854874,2.269984178,1.230227521,0.608813334,2.466072165,-0.349421753,-0.197820571
J.D. Davis,NYM,100,534,471.6926121,121.0839501,23.66485638,1.409728542,18.98484727,65.96600523,66.84228576,47.6475609,125.0854573,5.869385391,3.330597961,1.387382351,0.255702424,0.334195297,0.442041816,0.777402504,0.328,-5.5,-0.7,1.2,239.6,16219,127.1451338,16219,3B/OF/DH,-0.663780011,-0.379975727,-0.587460985,-0.375840757,-0.24308086,-0.339943715,-2.590082055,-0.668016386,5.943050047,2.171240565,1.230227521,0.468229207,2.262942447,-0.026393352,-0.163196341
