Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Lucas Erceg,MIL,10,142,127.023787,30.53193332,6.60586905,0.413132734,4.547376088,15.91157797,14.51921239,10.27760521,32.15150334,0.838191044,0.942541918,0.416823113,0.235820655,0.297776756,0.428185495,0.726655485,0.273,0.1,-0.1,0,999,sa872722,37.26311221,,,-3.476935252,-1.889485928,-0.856367852,-3.042105875,-0.350947682,-0.151981788,-9.767824378,-6.980932361,1.15139213,0.523722233,0.294672226,0.132506433,0.491547254,-0.201949194,-0.089106822
Joshua Ockimey,BOS,3,114,101.023787,25.53193332,5.60586905,0.413132734,4.547376088,13.91157797,12.51921239,9.277605211,26.15150334,0.838191044,0.942541918,0.416823113,0.239706429,0.307546486,0.448494213,0.757272622,0.305,0,0,0,999,sa829375,30.26311221,,,-3.589339105,-1.889485928,-0.856367852,-3.144021338,-0.232396782,-0.062749044,-9.77436005,-6.987468033,1.167771348,0.457893157,0.294672226,0.132506433,0.423837348,-0.120594959,-0.020542856
Trevor Larnach,MIN,5,121,108.023787,27.53193332,5.60586905,0.413132734,4.547376088,13.91157797,12.51921239,9.277605211,26.15150334,0.838191044,0.942541918,0.416823113,0.245334983,0.308151235,0.446093721,0.755405611,0.305,-0.1,0,0,591.7,sa3008376,32.26311221,,,-3.589339105,-1.889485928,-0.856367852,-3.144021338,-0.240847761,-0.073936723,-9.793998707,-7.007106691,1.155439736,0.457893157,0.294672226,0.132506433,0.423837348,-0.125138138,-0.02833129
Matt Joyce,PHI,16,170,147.6926121,36.08395007,7.664856384,0.409728542,4.984847271,20.96600523,19.84228576,16.6475609,37.08545731,0.869385391,1.330597961,0.387382351,0.24048879,0.335025228,0.418743117,0.757429044,0.311,-0.4,-0.1,0,599.5,3353,43.1451338,3353,OF/DH,-3.192866703,-1.843746116,-0.812670831,-2.770854132,-0.093888376,-0.21594505,-8.929971208,-7.007905539,1.730976207,0.690086369,0.323020576,0.187060953,0.671759653,-0.003453654,-0.13749769
Omar Estevez,LAD,6,128,115.023787,28.53193332,5.60586905,0.413132734,4.547376088,14.91157797,13.51921239,9.277605211,28.15150334,0.838191044,0.942541918,0.416823113,0.240285414,0.300814839,0.432799533,0.734711554,0.271,-0.1,0,0,999,sa914242,33.26311221,,,-3.533137178,-1.889485928,-0.856367852,-3.093063607,-0.30014693,-0.123072859,-9.795274355,-7.008382339,1.140253032,0.490807695,0.294672226,0.132506433,0.457692301,-0.167668943,-0.06775668
Micker Adolfo,CHW,6,128,114.023787,27.53193332,5.60586905,0.413132734,4.547376088,14.91157797,13.51921239,9.277605211,32.15150334,0.838191044,0.942541918,0.416823113,0.234160414,0.300377339,0.431268283,0.732742804,0.27,-0.2,-0.1,-0.1,999,sa830303,33.26311221,,,-3.533137178,-1.889485928,-0.856367852,-3.093063607,-0.30297183,-0.127253967,-9.802280362,-7.015388345,1.134427101,0.490807695,0.294672226,0.132506433,0.457692301,-0.169779766,-0.071471787
Bradley Zimmer,CLE,15,163,142.6926121,34.08395007,6.664856384,0.409728542,4.984847271,19.96600523,18.84228576,12.6475609,41.08545731,1.869385391,3.330597961,1.387382351,0.233466836,0.321112201,0.413106318,0.738036426,0.286,0.2,0.2,0.1,598.4,16221,42.1451338,16221,OF,-3.249068629,-1.843746116,-0.587460985,-2.821811864,-0.205848737,-0.23275245,-8.94068878,-7.018623111,1.845223714,0.657171832,0.323020576,0.468229207,0.6379047,-0.088458756,-0.152643845
Magneuris Sierra,MIA,21,191,172.6926121,42.08395007,7.664856384,1.409728542,3.984847271,21.96600523,19.84228576,12.6475609,38.08545731,1.869385391,5.330597961,2.387382351,0.243953373,0.310724025,0.391027905,0.705010143,0.265,0,0.1,-0.3,598.1,17023,48.1451338,17023,OF,-3.136664776,-1.948301144,-0.362251138,-2.770854132,-0.335346122,-0.391688888,-8.9451062,-7.023040531,1.947646984,0.723000907,0.25822008,0.749397461,0.671759653,-0.177588015,-0.277143102
Taylor Walls,TBR,5,121,108.023787,27.53193332,5.60586905,0.413132734,3.547376088,13.91157797,12.51921239,9.277605211,25.15150334,0.838191044,1.942541918,0.416823113,0.242558124,0.305721483,0.438630911,0.745513049,0.284,0.1,-0.1,0,999,sa915802,32.26311221,,,-3.589339105,-1.994040956,-0.743762929,-3.144021338,-0.255678483,-0.097713802,-9.824556613,-7.037664596,1.200283817,0.457893157,0.22987173,0.27309056,0.423837348,-0.136228739,-0.048180239
Gavin Sheets,CHW,5,121,108.023787,26.53193332,5.60586905,0.413132734,4.547376088,13.91157797,12.51921239,9.277605211,26.15150334,0.838191044,0.942541918,0.416823113,0.242037462,0.305547929,0.440019341,0.746727925,0.288,0,0,0,999,sa829797,32.26311221,,,-3.589339105,-1.889485928,-0.856367852,-3.144021338,-0.256737821,-0.093290159,-9.829242203,-7.042350186,1.127400828,0.457893157,0.294672226,0.132506433,0.423837348,-0.137020925,-0.044487411
Travis Blankenhorn,MIN,5,121,108.023787,27.53193332,5.60586905,0.413132734,4.547376088,13.91157797,12.51921239,8.277605211,26.15150334,0.838191044,0.942541918,0.416823113,0.242558124,0.302771069,0.44418463,0.748116355,0.285,-0.1,0,0,999,18395,32.26311221,,,-3.589339105,-1.889485928,-0.856367852,-3.144021338,-0.273687217,-0.080019232,-9.832920672,-7.046028655,1.125804339,0.457893157,0.294672226,0.132506433,0.423837348,-0.149695897,-0.033408928
Mark Payton,CIN,3,114,102.023787,25.53193332,5.60586905,0.413132734,3.547376088,13.91157797,12.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.243513447,0.306932451,0.449722283,0.757886657,0.304,0,0,0,999,16042,30.26311221,,,-3.589339105,-1.994040956,-0.856367852,-3.144021338,-0.235927906,-0.059559292,-9.87925645,-7.092364433,1.1032147,0.457893157,0.22987173,0.132506433,0.423837348,-0.123237672,-0.017656296
Akil Baddoo,DET,5,121,108.023787,26.53193332,5.60586905,0.413132734,3.547376088,13.91157797,12.51921239,9.277605211,27.15150334,0.838191044,1.942541918,0.416823113,0.235789529,0.299473549,0.431515209,0.732149412,0.253,-0.2,0,-0.1,999,sa917953,32.26311221,,,-3.589339105,-1.994040956,-0.743762929,-3.144021338,-0.293814626,-0.12038497,-9.885363923,-7.098471907,1.152839387,0.457893157,0.22987173,0.27309056,0.423837348,-0.164747427,-0.067105981
Jeffrey Bleday,MIA,8,135,122.023787,29.53193332,5.60586905,0.413132734,4.547376088,14.91157797,13.51921239,9.277605211,30.15150334,0.838191044,0.942541918,0.416823113,0.234722466,0.294498514,0.421921039,0.717459844,0.252,0,0,-0.1,999,sa3011642,35.26311221,,,-3.533137178,-1.889485928,-0.856367852,-3.093063607,-0.357680538,-0.169004349,-9.898739451,-7.111847435,1.062423081,0.490807695,0.294672226,0.132506433,0.457692301,-0.208814249,-0.104441325
Lucas Raley,LAD,3,114,102.023787,25.53193332,4.60586905,0.413132734,3.547376088,13.91157797,12.51921239,8.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.241916956,0.30447631,0.446897721,0.752728762,0.287,0,0,0,999,sa918048,30.26311221,,,-3.589339105,-1.994040956,-0.856367852,-3.144021338,-0.250052404,-0.06805871,-9.901880365,-7.114988348,1.085543155,0.457893157,0.22987173,0.132506433,0.423837348,-0.133808523,-0.02475699
Christin Stewart,DET,13,156,137.6926121,33.08395007,6.664856384,0.409728542,4.984847271,18.96600523,19.84228576,12.6475609,35.08545731,1.869385391,1.330597961,0.387382351,0.239365989,0.32497621,0.434514935,0.763839342,0.305,-0.3,-0.1,0,599.3,17714,40.1451338,17714,OF,-3.305270556,-1.843746116,-0.812670831,-2.770854132,-0.168089426,-0.138062256,-9.038693317,-7.116627648,1.668938214,0.624257294,0.323020576,0.187060953,0.671759653,-0.062077474,-0.075082788
Billy McKinney,MIL,11,149,131.6926121,32.08395007,6.664856384,0.409728542,4.984847271,18.96600523,18.84228576,11.6475609,33.08545731,0.869385391,1.330597961,0.387382351,0.241873116,0.324505294,0.442102885,0.771113674,0.31,0.1,-0.1,0,999,15654,38.1451338,15654,OF,-3.305270556,-1.843746116,-0.812670831,-2.821811864,-0.165641358,-0.103081646,-9.052222371,-7.130156702,1.66293007,0.624257294,0.323020576,0.187060953,0.6379047,-0.061977308,-0.047336145
Donnie Walton,SEA,6,128,114.023787,28.53193332,5.60586905,0.413132734,3.547376088,14.91157797,12.51921239,9.277605211,26.15150334,0.838191044,0.942541918,0.416823113,0.241816664,0.306502339,0.430612033,0.738211554,0.283,0,-0.1,0,999,19314,33.26311221,,,-3.533137178,-1.994040956,-0.856367852,-3.144021338,-0.263423237,-0.129460963,-9.920451524,-7.133559508,1.063482202,0.490807695,0.22987173,0.132506433,0.423837348,-0.140228241,-0.073312763
Yermin Mercedes,CHW,3,113,101.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,12.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.243987017,0.306816809,0.450985312,0.759044946,0.306,-0.1,0,0,999,17423,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.144021338,-0.234821513,-0.055326524,-9.930119215,-7.143227198,1.074189211,0.42497862,0.22987173,0.132506433,0.423837348,-0.122663872,-0.014341047
Patrick Higgins,CHC,5,119,106.023787,26.53193332,5.60586905,0.413132734,3.547376088,13.91157797,12.51921239,9.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.24153389,0.30533865,0.434843195,0.741362008,0.274,0,0,0,999,sa875573,32.26311221,,,-3.589339105,-1.994040956,-0.856367852,-3.144021338,-0.254323255,-0.107965205,-9.946057711,-7.159165695,1.051191842,0.457893157,0.22987173,0.132506433,0.423837348,-0.135726299,-0.057190528
Ryan McKenna,BAL,3,114,101.023787,25.53193332,5.60586905,0.413132734,3.547376088,13.91157797,11.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.242653798,0.306809644,0.44407316,0.752114727,0.29,0,0,0,999,sa875055,30.26311221,,,-3.589339105,-1.994040956,-0.856367852,-3.19497907,-0.236634131,-0.075922085,-9.947283199,-7.160391182,1.054938046,0.457893157,0.22987173,0.132506433,0.389982395,-0.123766215,-0.031549454
Connor Chatham,PHI,6,128,115.023787,29.53193332,5.60586905,0.413132734,3.547376088,14.91157797,12.51921239,8.277605211,27.15150334,0.838191044,0.942541918,0.416823113,0.245535414,0.302127339,0.431049533,0.734274054,0.27,0,0,0,999,sa873984,33.26311221,,,-3.533137178,-1.994040956,-0.856367852,-3.144021338,-0.291672232,-0.129009796,-9.948249353,-7.161357336,1.042978359,0.490807695,0.22987173,0.132506433,0.423837348,-0.161336473,-0.072708373
Erik Gonzalez,PIT,36,254,231.8951036,57.78486861,13.04779793,1.367509146,6.815161041,27.7696417,27.11671137,15.86054839,52.32292846,1.851236313,2.630475676,2.196273257,0.24712136,0.304067775,0.401047677,0.702336483,0.272,-0.6,-0.2,-0.2,583.8,13369,61.34091822,13369,3B/SS,-2.810489226,-1.652377609,-0.666298201,-2.400165906,-0.519814181,-0.453437284,-8.502582407,-7.170040702,2.033084157,0.914024918,0.441625816,0.369803127,0.91803499,-0.297337669,-0.313067025
Jesus Sanchez,MIA,3,114,102.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,12.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.242285377,0.304967538,0.444810002,0.751009464,0.283,0.1,0,0,599.7,19913,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.144021338,-0.247227504,-0.074340889,-9.96153957,-7.174647554,1.049494449,0.42497862,0.22987173,0.132506433,0.423837348,-0.131694353,-0.030005329
Tyler Nevin,BAL,2,107,95.02378702,24.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,22.15150334,0.838191044,0.942541918,0.416823113,0.243547037,0.307189714,0.450750843,0.759253074,0.3,0,0,0,999,sa874752,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.222180241,-0.053390612,-9.966499762,-7.179607746,1.048567882,0.42497862,0.22987173,0.132506433,0.389982395,-0.114722166,-0.014049129
Zach Reks,LAD,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.242892831,0.30673177,0.450620002,0.758664289,0.296,0,0,0,999,sa3004166,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.224652028,-0.053757314,-9.969338251,-7.182446235,1.046409886,0.42497862,0.22987173,0.132506433,0.389982395,-0.116573533,-0.014355758
Taylor Jones,HOU,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.242565729,0.306600929,0.450620002,0.758533448,0.294,0,0,0,999,19533,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.225358253,-0.053757314,-9.970044476,-7.18315246,1.045880924,0.42497862,0.22987173,0.132506433,0.389982395,-0.117102495,-0.014355758
Tres Barrera,WSN,2,106,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,22.15150334,0.838191044,0.942541918,0.416823113,0.243061632,0.3061349,0.450154153,0.757613952,0.284,0,0,0,999,19977,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.226067866,-0.055062927,-9.972059702,-7.185167685,1.044003805,0.42497862,0.22987173,0.132506433,0.389982395,-0.117887886,-0.015447486
Scott Schebler,LAA,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.242238626,0.306142985,0.450620002,0.758140924,0.291,0,0,0,999,12225,29.26311221,12225,DH,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.22783004,-0.053757314,-9.972516263,-7.185624247,1.044029557,0.42497862,0.22987173,0.132506433,0.389982395,-0.118953862,-0.014355758
Will Craig,PIT,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.242107785,0.305815882,0.449769535,0.756832513,0.284,0,0,0,999,19267,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.229595602,-0.056140878,-9.976665388,-7.189773372,1.040714064,0.42497862,0.22987173,0.132506433,0.389982395,-0.120276266,-0.016348847
Jason Vosler,SFG,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.242107785,0.305750462,0.449507853,0.756570831,0.282,0,0,0,999,sa829190,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.229948715,-0.056874282,-9.977751905,-7.190859888,1.039836325,0.42497862,0.22987173,0.132506433,0.389982395,-0.120540747,-0.016962105
Marcus Wilson,BOS,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241976943,0.3055542,0.449704114,0.75650541,0.282,0,0,0,999,sa828703,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.231008052,-0.056324229,-9.978261189,-7.191369173,1.039502826,0.42497862,0.22987173,0.132506433,0.389982395,-0.12133419,-0.016502161
Alexander De Goti,HOU,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.243023672,0.305881303,0.448722806,0.755916625,0.279,0,0,0,999,sa919320,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.22924249,-0.059074494,-9.979245892,-7.192353876,1.038525513,0.42497862,0.22987173,0.132506433,0.389982395,-0.120011785,-0.018801879
DJ Peters,LAD,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.240864794,0.305227097,0.449704114,0.756243728,0.281,0,0,0,999,sa829712,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.232773614,-0.056324229,-9.980026751,-7.193134735,1.038180421,0.42497862,0.22987173,0.132506433,0.389982395,-0.122656595,-0.016502161
Jorge Ona,SDP,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241976943,0.30561962,0.448591965,0.755524102,0.277,0,0,0,999,20040,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.230654939,-0.059441196,-9.981025044,-7.194133027,1.03716096,0.42497862,0.22987173,0.132506433,0.389982395,-0.121069709,-0.019108508
Kramer Robertson,STL,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,22.15150334,0.838191044,0.942541918,0.416823113,0.242238626,0.30679719,0.446105983,0.75415027,0.276,0,0,0,999,sa857820,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.224298916,-0.066408534,-9.981636359,-7.194744342,1.036095666,0.42497862,0.22987173,0.132506433,0.389982395,-0.116309052,-0.024934459
Seby Zavala,CHW,2,106,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241420122,0.304323579,0.449927738,0.755576216,0.266,0,0,0,999,18887,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.235753236,-0.055697489,-9.982379634,-7.195487617,1.036218039,0.42497862,0.22987173,0.132506433,0.389982395,-0.125143044,-0.015978094
Ernie Clement,CLE,2,107,95.02378702,24.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,22.15150334,0.838191044,0.942541918,0.416823113,0.244070401,0.306077564,0.44682561,0.754215691,0.27,0,0,0,999,sa915732,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.228183152,-0.064391673,-9.983503734,-7.196611718,1.034872835,0.42497862,0.22987173,0.132506433,0.389982395,-0.119218343,-0.023248
Kevin Smith,TOR,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241846102,0.303984106,0.450292899,0.755589522,0.271,0,0,0,999,sa915864,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.23948275,-0.054674069,-9.985085729,-7.198193712,1.034535113,0.42497862,0.22987173,0.132506433,0.389982395,-0.127681733,-0.015122331
Skye Bolt,OAK,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241061056,0.304638312,0.447806918,0.753757747,0.265,0,0,0,999,17723,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.235951626,-0.061641408,-9.988521943,-7.201629926,1.031353972,0.42497862,0.22987173,0.132506433,0.389982395,-0.125036924,-0.020948282
Estevan Florial,NYY,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241388158,0.304311209,0.447610656,0.753234382,0.26,0,0,0,999,19151,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.237717188,-0.062191461,-9.990837558,-7.203945541,1.029571623,0.42497862,0.22987173,0.132506433,0.389982395,-0.126359329,-0.021408226
Derek Hill,DET,2,107,95.02378702,23.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,7.277605211,23.15150334,0.838191044,0.942541918,0.416823113,0.241649841,0.30444205,0.446563927,0.752318494,0.257,0,0,0,999,16947,29.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.237010963,-0.065125077,-9.993064949,-7.206172933,1.027647553,0.42497862,0.22987173,0.132506433,0.389982395,-0.125830367,-0.023861258
Mark Mathias,MIL,3,114,102.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.242530991,0.306318416,0.444195967,0.751869113,0.288,0,0,0,999,18032,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.239459031,-0.076188588,-10.00657653,-7.219684511,1.019909835,0.42497862,0.22987173,0.132506433,0.389982395,-0.125880385,-0.031548958
Connor Wong,BOS,3,113,101.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.241341,0.303710614,0.447188852,0.752027247,0.282,-0.1,0,0,999,sa873978,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.252527579,-0.066638519,-10.01009501,-7.223202991,1.01762982,0.42497862,0.22987173,0.132506433,0.389982395,-0.13591669,-0.023792667
Harold Ramirez,CLE,13,156,139.6926121,35.08395007,7.664856384,0.409728542,3.984847271,18.96600523,18.84228576,10.6475609,32.08545731,1.869385391,2.330597961,0.387382351,0.249058296,0.322822364,0.42338673,0.749839342,0.291,-0.3,0,-0.1,999,14387,40.1451338,14387,OF,-3.305270556,-1.948301144,-0.700065908,-2.821811864,-0.185038822,-0.185747737,-9.146236031,-7.224170361,1.659049805,0.624257294,0.25822008,0.32764508,0.6379047,-0.074702439,-0.11427491
Patrick Mazeika,NYM,3,113,101.023787,25.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.240880823,0.304746012,0.443392391,0.749381229,0.277,-0.1,0,0,999,sa827167,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.246625557,-0.077950514,-10.01550498,-7.228612964,1.012595806,0.42497862,0.22987173,0.132506433,0.389982395,-0.131499084,-0.033244287
Mike Freeman,CLE,3,114,101.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.242530991,0.306441223,0.440143335,0.747816482,0.278,0.1,0,0,999,11241,30.26311221,11241,DH,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.238752806,-0.087631455,-10.01731317,-7.230421153,1.010654238,0.42497862,0.22987173,0.132506433,0.389982395,-0.125351842,-0.041333097
Sherten Apostel,TEX,3,114,102.023787,25.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.240197657,0.303739468,0.444687195,0.749658587,0.279,0,0,0,999,21794,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.254289753,-0.074710428,-10.01992909,-7.233037074,1.010045344,0.42497862,0.22987173,0.132506433,0.389982395,-0.136979779,-0.030314054
Sergio Alcantara,CHC,3,114,102.023787,25.53193332,4.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,24.15150334,0.838191044,0.942541918,0.416823113,0.242285377,0.305581574,0.438055616,0.744869113,0.269,0,0,0,999,16417,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.24369638,-0.094665583,-10.02929087,-7.242398855,1.001302289,0.42497862,0.22987173,0.132506433,0.389982395,-0.12905164,-0.046985248
Gregory Deichmann,OAK,3,114,102.023787,25.53193332,5.60586905,0.413132734,3.547376088,12.91157797,11.51921239,8.277605211,25.15150334,0.838191044,0.942541918,0.416823113,0.238601166,0.302142977,0.441862634,0.745237534,0.265,0.1,0,0,999,sa3004977,30.26311221,,,-3.645541031,-1.994040956,-0.856367852,-3.19497907,-0.263470676,-0.083209846,-10.03760943,-7.250717415,0.996073597,0.42497862,0.22987173,0.132506433,0.389982395,-0.143850832,-0.037414748
Isaac Paredes,DET,21,191,169.8951036,43.78486861,9.04779793,0.367509146,5.815161041,22.7696417,22.11671137,15.86054839,27.32292846,1.851236313,1.630475676,0.196273257,0.256433641,0.332346674,0.428513664,0.757164747,0.307,0.1,-0.1,0.2,573.9,20036,46.34091822,20036,3B,-3.091498858,-1.756932637,-0.778903124,-2.654954563,-0.127013518,-0.197694586,-8.606997286,-7.274455581,1.964065892,0.74945223,0.37682532,0.229219,0.748760225,-0.023018745,-0.117172138
Abraham Toro,HOU,18,177,156.8951036,38.78486861,8.04779793,0.367509146,5.815161041,21.7696417,22.11671137,14.86054839,28.32292846,2.851236313,1.630475676,0.196273257,0.247174155,0.329328897,0.433695536,0.759036535,0.305,0.1,-0.1,0.1,598,19844,43.34091822,19844,3B/DH,-3.147700785,-1.756932637,-0.778903124,-2.654954563,-0.147188365,-0.159481044,-8.645160518,-7.312618813,1.941463166,0.716537692,0.37682532,0.229219,0.748760225,-0.041387878,-0.088491193
Juan Lagares,LAA,18,177,157.6926121,38.08395007,7.664856384,0.409728542,3.984847271,21.96600523,18.84228576,12.6475609,39.08545731,1.869385391,2.330597961,1.387382351,0.238017482,0.31283779,0.395854971,0.712643714,0.264,0.5,0,-0.1,999,5384,45.1451338,5384,OF,-3.136664776,-1.948301144,-0.700065908,-2.821811864,-0.294432518,-0.33622956,-9.23750577,-7.315440101,1.561037178,0.723000907,0.25822008,0.32764508,0.6379047,-0.150805479,-0.23492811
Colton Welker,COL,16,170,151.8951036,40.78486861,9.04779793,0.367509146,5.815161041,20.7696417,22.11671137,13.86054839,26.32292846,0.851236313,0.630475676,0.196273257,0.264475443,0.33704244,0.450647705,0.78353804,0.323,0.2,0,0.1,999,sa917962,41.34091822,sa917962,3B,-3.203902711,-1.756932637,-0.891508048,-2.654954563,-0.076589598,-0.078824281,-8.662711838,-7.330170132,1.884575814,0.683623154,0.37682532,0.088634872,0.748760225,0.00941125,-0.022679008
Braden Bishop,SEA,18,177,156.6926121,37.08395007,7.664856384,0.409728542,3.984847271,20.96600523,19.84228576,13.6475609,40.08545731,1.869385391,2.330597961,0.387382351,0.233667199,0.31283779,0.393244802,0.710033545,0.266,0.4,0,-0.1,999,17806,45.1451338,17806,OF,-3.192866703,-1.948301144,-0.700065908,-2.770854132,-0.294432518,-0.346234322,-9.252754727,-7.330689058,1.553429841,0.690086369,0.25822008,0.32764508,0.671759653,-0.150805479,-0.243475862
Miguel Andujar,NYY,8,135,120.6926121,31.08395007,6.664856384,0.409728542,3.984847271,16.96600523,17.84228576,9.647560897,26.08545731,0.869385391,1.330597961,0.387382351,0.251245143,0.32751325,0.44926911,0.781392129,0.318,-0.3,0,0,546,15878,35.1451338,15878,OF/DH,-3.417674409,-1.948301144,-0.812670831,-2.872769595,-0.132849341,-0.069936102,-9.254201421,-7.332135752,1.544628432,0.558428219,0.25822008,0.187060953,0.604049747,-0.040948609,-0.022181957
Jonathan Davis,TOR,10,142,124.6926121,30.08395007,6.664856384,0.409728542,3.984847271,17.96600523,16.84228576,10.6475609,31.08545731,1.869385391,2.330597961,0.387382351,0.238120382,0.325565414,0.419185422,0.749133362,0.286,0,0,0,999,15104,37.1451338,15104,OF,-3.361472482,-1.948301144,-0.700065908,-2.923727326,-0.151893693,-0.182506342,-9.267966895,-7.345901226,1.578885467,0.591342756,0.25822008,0.32764508,0.570194794,-0.053447037,-0.115070206
