Name,Team,W,L,SV,HLD,ERA,GS,G,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,ADP,playerid,GP,K,SVH,QS,IDFANGRAPHS,Position,K_z,ERA_z,WHIP_z,QS_z,W_z,SVH_z,z-score,FVARz,SGP,K_sgp,ERA_sgp,WHIP_sgp,QS_sgp,W_sgp,SVH_sgp
Kwang-hyun Kim,STL,12.00677937,9.788616785,0,0,4.038219951,33.31518254,28,192,175.830195,79.49390435,24.33917884,139,50.36135892,1.295299847,7.85799126,2.626924299,4.222148153,2.1,272.4,27458,34.00504915,165.8393242,0.078348466,14.50046203,27458,SP,0.893170574,-0.025822365,-0.257725326,0.585898102,0.780260294,-0.505200177,1.470581102,0.92519458,5.996312453,1.651318393,0.090943839,-0.013602455,2.186791874,2.074787359,0.006073444
Drew Pomeranz,SDP,4.071796197,2,21.32858238,6.434856747,3.52770906,0.260321252,62,65,51.33403345,24.6129239,7.155120876,81,30.50550487,1.276166124,11.68814205,4.25398542,3.698821786,1.1,206.6,11426,64.70893929,84.52475833,27.93088608,0.047660292,11426,RP,-0.543069021,0.237153463,-0.071489894,-1.801504461,-1.035739812,2.380888029,-0.833761695,0.904437895,4.000671315,0.841641684,0.255629809,0.027444263,0.007187574,0.703611769,2.165156216
Josh Lindblom,MIL,12.00677937,10.78861678,0,0,4.436758741,34.31518254,29,198,178.830195,90.49390435,30.33917884,169,52.36135892,1.286213009,8.99199149,2.651215765,4.361828464,2.4,323.2,7882,35.00504915,195.8393242,0.078348466,14.50046203,7882,SP,1.423053349,-0.671924842,-0.185225115,0.585898102,0.780260294,-0.505200177,1.426861611,0.881475089,5.846529427,1.950038567,-0.400874116,0.0297123,2.186791874,2.074787359,0.006073444
Zach Eflin,PHI,13.00677937,10.78861678,0,0,4.471046385,34.31518254,29,199,184.830195,91.49390435,31.33917884,160,53.36135892,1.312212079,8.575039562,2.659638404,4.440248427,2.2,201.6,13774,35.00504915,186.8393242,0.078348466,15.70846203,13774,SP,1.264088517,-0.731023525,-0.412257065,0.785442961,1.009120276,-0.505200177,1.410170986,0.864784464,5.941881898,1.860422515,-0.445423308,-0.095747888,2.368968454,2.247588681,0.006073444
Joakim Soria,ARI,4.119660329,3,23.5476373,5.801684322,3.7595151,0.433868754,60,65,56.22338908,26.02153984,7.258534794,65,21.84250812,1.245935629,9.78032522,3.179309727,3.834282892,0.9,280.3,6941,64.51489881,70.87459721,29.5514768,0.079433819,6941,RP,-0.78416853,0.11370486,0.014492223,-1.796255914,-1.024785627,2.54881412,-0.928198868,0.810000721,3.953433303,0.7057224,0.154490153,0.07857697,0.011979289,0.711882755,2.290781735
Frankie Montas,OAK,12.00677937,9.788616785,0,0,4.072251373,29.31518254,24,168,145.830195,69.49390435,21.33917884,138,51.36135892,1.305639223,8.943808382,3.042309063,4.16786308,2.2,163.4,14309,30.00504915,164.8393242,0.078348466,14.50046203,14309,SP,0.875507815,-0.074345981,-0.308822329,0.585898102,0.780260294,-0.505200177,1.353297723,0.807911201,5.898316668,1.641361054,0.044181947,-0.054879009,2.186791874,2.074787359,0.006073444
Matt Barnes,BOS,4,3,26,5,3.91,0,65,65,53,28,7,85,35,1.35,11.76,4.8,3.73,1.1,210.7,12863,65,85,31,0,12863,RP,-0.534674942,0.033563934,-0.281489532,-1.809377281,-1.052171088,2.698910524,-0.945238384,0.792961205,3.932039407,0.846373826,0.088831852,-0.097440427,0,0.691205291,2.403068864
Will Smith,ATL,4.071796197,3,14.32858238,8.342549055,3.499093676,0.260321252,62,65,51.33403345,24.6129239,9.155120876,83,22.50550487,1.161460242,11.9940244,3.154720714,3.54588061,1.1,214.6,8048,64.70893929,86.52475833,22.93088608,0.047660292,8048,RP,-0.507743503,0.252392623,0.254758639,-1.801504461,-1.035739812,1.862786547,-0.975049967,0.763149623,3.839496212,0.861556362,0.268115033,0.221461011,0.007187574,0.703611769,1.777564463
Richard Rodriguez,PIT,4.047864131,4,24.21905492,5.320673729,3.948575271,0.173547501,63,65,57.88935563,28.40861594,9.103413918,70,21.33700325,1.238599964,10.03625532,2.991502573,4.074327179,0.5,201.7,13549,64.80595953,72.34983888,29.62059072,0.031773528,13549,RP,-0.758111691,0.013020624,0.035356452,-1.804128734,-1.041216904,2.555975725,-0.999104527,0.739095062,3.883804941,0.720411882,0.072001015,0.090984719,0.004791716,0.699476277,2.296139332
Chris Martin,ATL,4.071796197,2,15.32858238,9.296395209,3.508632137,0.260321252,62,65,59.33403345,24.6129239,7.155120876,66,13.50550487,1.142342594,9.52784793,1.912073655,3.440733551,1.2,331.5,11847,64.70893929,69.52475833,24.93088608,0.047660292,11847,RP,-0.808010409,0.247312903,0.309133394,-1.801504461,-1.035739812,2.07002714,-1.018781244,0.719418346,3.853432531,0.692281597,0.263953291,0.253797136,0.007187574,0.703611769,1.932601164
Marco Gonzales,SEA,12.67231614,12.65718065,0,0,4.290325961,33.42931878,29,200,192.5251625,89.41158696,28.9493157,141,46.63446577,1.301468763,7.415681703,2.321693313,4.431544037,2.7,174,15467,34.00420762,163.3661035,0.065290388,15.3310517,15467,SP,0.849486672,-0.438367677,-0.320015528,0.723100003,0.932575027,-0.506553259,1.240225239,0.694838717,5.868329509,1.626691695,-0.221220395,-0.044047782,2.312051794,2.189792993,0.005061203
Rafael Montero,SEA,3.047864131,3,24.21905492,5.320673729,3.774113732,0.173547501,63,65,55.88935563,27.40861594,9.103413918,72,22.33700325,1.228898472,10.21088218,3.127323468,3.977312253,1,174.9,12760,64.80595953,74.34983888,29.62059072,0.031773528,12760,RP,-0.722786173,0.10593034,0.062949612,-1.804128734,-1.270076886,2.555975725,-1.072136116,0.666063474,3.823447259,0.74032656,0.148120601,0.107394096,0.004791716,0.526674954,2.296139332
Chad Green,NYY,4.119660329,3,2.547637303,15.95553048,3.390284331,0.433868754,60,65,50.22338908,24.02153984,9.258534794,80,18.84250812,1.106649915,11.80461093,2.742881156,3.555711463,1.1,563,15552,64.51489881,85.87459721,19.5514768,0.079433819,15552,RP,-0.519227142,0.310339179,0.410651155,-1.796255914,-1.024785627,1.512611155,-1.106667195,0.631532395,3.724301305,0.855082487,0.315589808,0.314168735,0.011979289,0.711882755,1.51559823
Sixto Sanchez,MIA,11.00677937,8.788616785,0,0,3.866616749,29.31518254,24,169,147.830195,65.49390435,17.33917884,125,46.36135892,1.280083247,8.188161104,2.736568816,3.930185376,2.5,135.8,19680,30.00504915,151.8393242,0.078348466,13.29246203,19680,SP,0.645891945,0.210173807,-0.121327071,0.386353242,0.551400312,-0.505200177,1.167292058,0.621905536,5.741213597,1.511915645,0.265357553,0.051265626,2.004615294,1.901986036,0.006073444
Diego Castillo,TBR,5.047864131,3,7.219054921,14.04375065,3.299190655,0.173547501,63,65,52.88935563,23.40861594,6.103413918,73,25.33700325,1.209495487,10.40491203,3.51538317,3.521342104,1.1,309.8,17496,64.80595953,75.34983888,21.62059072,0.031773528,17496,RP,-0.705123414,0.358851232,0.118135931,-1.804128734,-0.812356922,1.727013353,-1.117608554,0.620591036,3.798893624,0.750283899,0.355335032,0.140212849,0.004791716,0.8722776,1.675992528
Ryan Yarbrough,TBR,12.00677937,9.788616785,0,0,4.265854611,33.31518254,28,191,175.830195,83.49390435,27.33917884,133,46.36135892,1.278084009,7.599339637,2.428448844,4.438085474,1.7,256.8,16502,34.00504915,159.8393242,0.078348466,14.50046203,16502,SP,0.787194019,-0.382113679,-0.112803894,0.585898102,0.780260294,-0.505200177,1.153234664,0.607848142,5.742996277,1.591574358,-0.182835782,0.066605025,2.186791874,2.074787359,0.006073444
Mike Minor,KCR,11.80610143,10.70975511,0,0,4.357152038,33.78366429,29,200,181.4471755,90.84451391,29.10526096,155,56.92522303,1.293466562,8.105773805,2.803927203,4.428128638,2.5,310,10021,34.40454423,179.1553918,0.070513619,14.27401583,10021,SP,1.128369069,-0.547870178,-0.24998474,0.548492327,0.734333145,-0.506012026,1.107327596,0.561941074,5.672042618,1.783910994,-0.304870042,-0.005216256,2.152641878,2.040109946,0.005466099
Jose Leclerc,TEX,3.119660329,3,22.5476373,5.801684322,3.777976639,0.433868754,60,65,48.22338908,26.02153984,7.258534794,80,34.84250812,1.320221343,11.83246808,4.980738299,4.010711463,0.9,280,14524,64.51489881,85.87459721,28.5514768,0.079433819,14524,RP,-0.519227142,0.103873144,-0.196792542,-1.796255914,-1.253645609,2.445193824,-1.216854239,0.52134535,3.718769792,0.855082487,0.146435171,-0.047071971,0.011979289,0.539081432,2.213263384
Chris Paddack,SDP,10.00677937,6.788616785,0,0,3.906700914,24.31518254,19,143,116.830195,54.49390435,19.33917884,119,32.36135892,1.200442578,9.351873178,2.356573379,3.958016704,1.9,108.9,20099,25.00504915,145.8393242,0.078348466,12.08446203,20099,SP,0.53991539,0.12483417,0.38668086,0.186808382,0.32254033,-0.505200177,1.055578955,0.510192433,5.528881394,1.45217161,0.190612827,0.328400087,1.822438713,1.729184713,0.006073444
Eduardo Rodriguez,BOS,12.00677937,8.788616785,0,0,4.272310666,31.31518254,26,181,159.830195,78.49390435,23.33917884,157,61.36135892,1.347566664,9.229118766,3.333825566,4.169226966,2.4,221.4,13164,32.00504915,183.8393242,0.078348466,14.50046203,13164,SP,1.211100239,-0.373737945,-0.660264248,0.585898102,0.780260294,-0.505200177,1.038056264,0.492669742,5.67204577,1.830550497,-0.181522983,-0.24463442,2.186791874,2.074787359,0.006073444
Taylor Rogers,MIN,4.047864131,3,11.21905492,10.16682758,3.289498348,0.173547501,63,65,55.88935563,23.40861594,7.103413918,72,19.33700325,1.170689517,10.23998666,2.671353319,3.424327179,1.3,170.6,13449,64.80595953,74.34983888,21.62059072,0.031773528,13449,RP,-0.722786173,0.364012883,0.228508569,-1.804128734,-1.041216904,1.727013353,-1.248597006,0.489602583,3.686001335,0.74032656,0.359563898,0.205850356,0.004791716,0.699476277,1.675992528
Jake Odorizzi,,12.00677937,10.78861678,0,0,4.397101281,31.31518254,26,180,155.830195,80.49390435,28.33917884,155,58.36135892,1.32188841,9.228733618,3.222177117,4.469128047,2.1,303.2,6397,32.00504915,181.8393242,0.078348466,14.50046203,6397,SP,1.175774721,-0.555925957,-0.454689758,0.585898102,0.780260294,-0.505200177,1.026117224,0.480730702,5.625543145,1.810635819,-0.322619631,-0.130125719,2.186791874,2.074787359,0.006073444
Chris Bassitt,OAK,12.00677937,9.788616785,0,0,4.274654045,33.31518254,28,193,171.830195,84.49390435,26.33917884,145,60.36135892,1.321195364,8.125668429,3.068014325,4.499223721,1.8,185.8,12304,34.00504915,171.8393242,0.078348466,14.50046203,12304,SP,0.999147129,-0.399617888,-0.477454488,0.585898102,0.780260294,-0.505200177,0.983032971,0.437646449,5.648128363,1.711062428,-0.195231209,-0.135355531,2.186791874,2.074787359,0.006073444
Hector Neris,PHI,4.047864131,3,19.21905492,6.289904498,3.997036809,0.173547501,63,65,54.88935563,28.40861594,10.10341392,77,25.33700325,1.258002949,10.9675986,3.563890632,4.171342104,0.6,294.3,11804,64.80595953,79.34983888,25.62059072,0.031773528,11804,RP,-0.634472377,-0.01278763,-0.019829867,-1.804128734,-1.041216904,2.141494539,-1.370940972,0.367258617,3.58946983,0.790113256,0.050856685,0.058165966,0.004791716,0.699476277,1.98606593
Freddy Peralta,MIL,5,4,0,9,4.02,5,58,81,66,36,12,105,36,1.25,11.59,3.97,4.05,0.8,357.2,18679,58,105,9,6.196,18679,RP,-0.181419758,-0.021507329,0.018040769,-0.785883944,-0.823311106,0.419264,-1.374817368,0.363382222,3.680648802,1.045520609,0.050456386,0.088591023,0.934409015,0.864006614,0.697665154
Dallas Keuchel,CHW,13.13717498,10.44688284,0,0,4.263221653,34.01193677,31,200,196.8371105,90.67987913,26.32553468,141,61.47143672,1.35338581,7.053452998,2.921378234,4.455051786,2.5,200.9,9434,34.40286118,156.2089504,0.044397464,15.93519515,9434,SP,0.7230716,-0.393954035,-0.774364445,0.822896131,1.038962612,-0.50871819,0.907893673,0.362507151,5.7488768,1.555425495,-0.187292535,-0.295980711,2.403161719,2.270121215,0.003441618
Giovanny Gallegos,STL,4.047864131,3,5.219054921,14.04375065,3.463959886,0.173547501,63,65,52.88935563,24.40861594,8.103413918,76,20.33700325,1.141585039,10.82207621,2.807174214,3.540745089,1.1,262.4,14986,64.80595953,78.34983888,19.62059072,0.031773528,14986,RP,-0.652135136,0.271103167,0.311288047,-1.804128734,-1.041216904,1.51977276,-1.3953168,0.34288279,3.543902534,0.780155917,0.283444311,0.255078486,0.004791716,0.699476277,1.520955828
Reyes Moronta,SFG,4.191456526,3,15.87621968,8.913464147,3.717685699,0.694190006,57,65,49.55742253,25.63446375,6.41365567,71,33.34801299,1.341709458,11.03241678,4.794146431,3.943420327,0.3,452.7,14966,64.2238381,80.39935554,25.48236288,0.127094111,14966,RP,-0.615935017,0.135981161,-0.257909425,-1.788383095,-1.008354351,2.127171329,-1.407429397,0.330770193,3.608693714,0.800563649,0.172740805,-0.083417572,0.019166863,0.724289232,1.975350736
Blake Treinen,LAD,5,3,9,13,3.4,0,65,65,57,25,6,67,24,1.25,9.3,3.38,3.55,1,442.3,12572,65,67,22,0,12572,RP,-0.852604607,0.305165087,0.002932266,-1.809377281,-0.823311106,1.766327855,-1.410867786,0.327331803,3.619605174,0.667141722,0.311350749,0.071702379,0,0.864006614,1.70540371
Alex Reyes,STL,4.16752446,3,14.76669222,9.691588821,3.779013448,0.607416255,58,65,51.11274471,26.43015578,7.361948712,72,32.17951136,1.343773495,10.98474822,4.665032684,3.944162825,0.7,377.7,15015,64.32085834,80.22443609,25.17206752,0.111207347,15015,RP,-0.619024577,0.10332099,-0.263779995,-1.791007368,-1.013831443,2.095018432,-1.489303961,0.248895629,3.546117871,0.798821917,0.145982799,-0.086908742,0.016771005,0.72015374,1.951297152
Trevor Rosenthal,OAK,3.071796197,2,26.32858238,3.573318286,3.937862906,0.260321252,62,65,48.33403345,27.6129239,7.155120876,83,43.50550487,1.438666124,12.00358322,6.04148542,4.186321786,0.4,148.9,10745,64.70893929,86.52475833,29.93088608,0.047660292,10745,RP,-0.507743503,0.018725508,-0.533675316,-1.801504461,-1.264599793,2.588128622,-1.500668942,0.237530647,3.549009446,0.861556362,0.076674943,-0.247412796,0.007187574,0.530810446,2.320192916
Luke Weaver,ARI,12.00677937,9.788616785,0,0,4.451510121,29.31518254,24,171,154.830195,77.49390435,25.33917884,143,48.36135892,1.322420727,9.088975421,2.863617883,4.338342736,1.8,444.3,16918,30.00504915,169.8393242,0.078348466,14.50046203,16918,SP,0.963821611,-0.606321183,-0.438860622,0.585898102,0.780260294,-0.505200177,0.779598024,0.234211502,5.465395554,1.691147749,-0.366979051,-0.12642582,2.186791874,2.074787359,0.006073444
Daniel Bard,COL,6.095728263,5,23.43810984,4.702885919,4.565304388,0.347095003,61,65,58.77871126,32.81723187,8.206827835,70,32.67400649,1.435107177,10.28707554,4.566106445,4.408113651,0.5,294.3,7115,64.61191905,74.69967777,28.24118144,0.063547056,7115,RP,-0.716607053,-0.315419256,-0.523552896,-1.798880188,-0.572542756,2.413040927,-1.513961221,0.224238369,3.557475039,0.743810025,-0.197085031,-0.241393094,0.009583432,1.053349908,2.1892098
Brusdar Graterol,LAD,4.119660329,2,6.547637303,15.03245355,3.381053562,0.433868754,60,65,56.22338908,24.02153984,5.258534794,59,20.84250812,1.236649915,8.981753792,3.067881156,3.602140034,0.8,510.3,20367,64.51489881,64.87459721,22.5514768,0.079433819,20367,RP,-0.890145085,0.315255036,0.040902818,-1.796255914,-1.024785627,1.823472045,-1.531556727,0.206642862,3.531894078,0.645978366,0.319617299,0.094283088,0.011979289,0.711882755,1.748153282
Trevor May,NYM,4.023932066,3,3.109527461,14.02187533,3.476826097,0.086773751,64,65,50.44467782,25.20430797,8.051706959,85,25.16850162,1.170349982,11.96840232,3.552126306,3.555150916,1.3,516.3,6398,64.90297976,86.17491944,17.31029536,0.015886764,6398,RP,-0.513922623,0.26425125,0.229474279,-1.806753007,-1.046693996,1.28037927,-1.593264826,0.144934763,3.381930371,0.858072898,0.277830635,0.206424655,0.002395858,0.695340784,1.341865542
Jake McGee,SFG,3.119660329,3,11.5476373,12.26322278,3.8795151,0.433868754,60,65,56.22338908,27.02153984,9.258534794,68,19.84250812,1.218078486,10.16103951,2.826452584,3.98285432,0.4,392.9,7550,64.51489881,73.87459721,24.5514768,0.079433819,7550,RP,-0.731180252,0.049798707,0.093724009,-1.796255914,-1.253645609,2.030712638,-1.606846422,0.131353167,3.417673211,0.735594418,0.102132766,0.125695323,0.011979289,0.539081432,1.903189983
Ross Stripling,TOR,7,6,0,3,4.38,15,45,115,116,56,19,109,32,1.3,8.54,2.53,4.36,1.4,512.7,13273,45,109,3,8.612,13273,RP,-0.110768722,-0.353244101,-0.20145756,-0.386794225,-0.365591142,-0.202457779,-1.620313528,0.117886061,3.60383492,1.085349966,-0.200268601,-0.022172931,1.298762175,1.20960926,0.232555051
Nathan Eovaldi,BOS,11.00677937,8.788616785,0,0,4.405434615,31.31518254,26,180,163.830195,80.49390435,26.33917884,152,48.36135892,1.313316981,9.083019332,2.707891402,4.21198519,2.2,246.4,9132,32.00504915,178.8393242,0.078348466,13.29246203,9132,SP,1.122786443,-0.568215602,-0.38717865,0.386353242,0.551400312,-0.505200177,0.599945568,0.054559046,5.269023167,1.780763801,-0.332102732,-0.092312676,2.004615294,1.901986036,0.006073444
Mike Soroka,ATL,11.00677937,7.788616785,0,0,4.014664087,29.31518254,24,169,153.830195,68.49390435,19.33917884,115,43.36135892,1.305560634,7.644643516,2.626166806,4.074557235,2.2,176.7,18383,30.00504915,141.8393242,0.078348466,13.29246203,18383,SP,0.469264353,0.00518253,-0.3097315,0.386353242,0.551400312,-0.505200177,0.59726876,0.051882238,5.376461264,1.412342254,0.106294498,-0.054850261,2.004615294,1.901986036,0.006073444
A.J. Minter,ATL,5.119660329,3,3.547637303,15.03245355,3.694899716,0.433868754,60,65,54.22338908,26.02153984,7.258534794,72,25.84250812,1.292364201,10.67175379,3.764309727,3.741425749,0.7,555,18655,64.51489881,77.87459721,19.5514768,0.079433819,18655,RP,-0.660529215,0.148115866,-0.117560755,-1.796255914,-0.795925645,1.512611155,-1.709544509,0.02865508,3.370414346,0.775423774,0.182682593,4.64E-05,0.011979289,0.884684077,1.51559823
Anthony DeSclafani,SFG,11.00677937,9.788616785,0,0,4.307102838,33.31518254,28,187,169.830195,82.49390435,25.33917884,146,53.36135892,1.321504913,8.429926542,2.835286611,4.247358939,2,468.6,13050,34.00504915,172.8393242,0.078348466,13.29246203,13050,SP,1.016809888,-0.438130564,-0.466961234,0.386353242,0.551400312,-0.505200177,0.544271467,-0.001115055,5.272776355,1.721019767,-0.227960338,-0.132957847,2.004615294,1.901986036,0.006073444
Amir Garrett,CIN,3.047864131,3,16.21905492,8.228366037,3.967959886,0.173547501,63,65,52.88935563,28.40861594,9.103413918,83,31.33700325,1.316211905,11.77282248,4.417621976,4.161640611,0.8,259,14375,64.80595953,85.34983888,24.62059072,0.031773528,14375,RP,-0.528495822,0.002697323,-0.185388824,-1.804128734,-1.270076886,2.037874243,-1.7475187,-0.009319111,3.313124529,0.849857291,0.063543283,-0.040290294,0.004791716,0.526674954,1.90854758
Tyler Mahle,CIN,11.00677937,9.788616785,0,0,4.420950456,31.31518254,26,177,155.830195,79.49390435,26.33917884,158,57.36135892,1.339162155,9.518280482,3.204672437,4.374042946,2.4,182.7,16358,32.00504915,184.8393242,0.078348466,13.29246203,16358,SP,1.228762998,-0.581900634,-0.581871272,0.386353242,0.551400312,-0.505200177,0.497544469,-0.047842053,5.205531257,1.840507836,-0.34445264,-0.203198712,2.004615294,1.901986036,0.006073444
Austin Adams,SDP,4.239320657,2,1.095274605,12.54315813,3.178047032,0.867737507,53,63,42.44677816,21.04307968,5.517069588,77,30.68501623,1.250835453,12.62911686,4.671141943,3.441227463,0.6,596.7,13801,62.02979763,88.74919442,15.1029536,0.158867639,13801,RP,-0.468453824,0.409131347,-0.001259394,-1.783134548,-0.997400167,1.051653862,-1.789462723,-0.051263133,3.275237467,0.883705827,0.396057025,0.06819977,0.023958579,0.732560218,1.17075605
Chris Sale,BOS,8.00677937,4.788616785,0,0,3.576536471,20.31518254,15,116,85.83019501,38.49390435,13.33917884,108,25.36135892,1.144360042,10.77420589,2.399569825,3.429019794,2.3,283.5,10603,21.00504915,134.8393242,0.078348466,9.668462034,10603,SP,0.345625039,0.40763682,0.587301636,-0.212281337,-0.135179634,-0.505200177,0.487902346,-0.057484176,5.032345166,1.34264088,0.40703409,0.434929132,1.458085553,1.383582067,0.006073444
