"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"sa3004345","676597","2019","Charlie","Neuweiler","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","KCA",,"0.34109","R","20","0.1174","0.123","0.011789","0.42000516","0.37300336","0.20699148","5.82","0.294297","4.697","4.697","6.1623","6.5511","0.5514","0.5777","0.0069","0.71366","0.24237","0.02791","0.1691","0.0554","0.0254","0.05372","1.4646","1.3007","0.7218","4.9626","5.1993","0.4986","1.5219","1.1531","0.6847","0.7279","1.7308","0.0344","0.0855","0.0437","0","0","0","0.13000692","6.1558","6.2742","0.68301215","147.32670404009633","0.0007","0.0003","-0.0105","0.0095"
"sa3004346","676606","2019","Nick","Margevicius","1","0.18285964912280703","0.1739","0.9910694","0.991","0.009000000000000008","0","0.9964278","NL","SDN",,"0.46625","L","23","0.17560275","0.07673304","0.009268","0.41791186","0.37890465","0.20318349","4.3849095","0.2909143143","4.367","4.367","4.5756","4.9193999999999996","0.7667","0.335","0.0188","0.66167","0.21141","0.02118","0.1501","0.0405","0.0458","0.0501","1.3285","1.2045","0.6459","6.9003000000000005","3.0149999999999997","0.36449999999999994","1.3509000000000002","1.0443","0.5084","0.5466","1.3793000000000002","0.053","0.0672","0.0736","0","0","0","0.12461602","4.7053644","4.8001825","0.72185573","109.38661710351771","0.0013","0.0006","0.0048","0.0053"
"sa3004347","676610","2019","Denny","Brady","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","LAA",,"0.23482","R","22","0.1276","0.1162","0.009827","0.43539276","0.36434245","0.20026478","5.42","0.292389","4.591","4.591","5.7294","6.1146","0.5859","0.5335","0.0067","0.71436","0.2175","0.02122","0.1672","0.0451","0.0248","0.05114","1.4799","1.2384","0.6807","5.2730999999999995","4.8015","0.40590000000000004","1.5048","1.1203","0.6366","0.6794","1.6538","0.0469","0.0734","0.052","0","0","0","0.13501292","5.8986","6.0306","0.69598995","136.9746499613657","0.0008","0.0004","-0.0064","-0.0036"
"sa3004349","676751","2019","Jordan","Barrett","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","TOR",,"0.3174","L","24","0.1545","0.103","0.009965","0.40182468","0.39382274","0.20435257","5.03","0.294191","4.535","4.535","5.537699999999999","5.8941","0.7007","0.4671","0.0066","0.65905","0.24664","0.0203","0.1746","0.0452","0.0245","0.05366","1.3257","1.2993","0.6742","6.3063","4.2039","0.4068","1.5714000000000001","1.1006","0.6153","0.6549","1.5677","0.0462","0.074","0.0557","0","0","0","0.13438005","5.5663","5.5117","0.700057","132.39392580089276","0.0009","0.0004","-0.0014","0.0055"
"sa3004353","676871","2019","Evan","Estes","1","1","0","0","0","1","0","0.6","FA","FA",,"0.15195","R","22","0.1185","0.1928","0.009959","0.44299481","0.35199407","0.20501112","6.67","0.300235","5.028","5.028","6.9687","7.3854","0.5958","0.9693","0.0419","0.73635","0.21833","0.02206","0.1592","0.0501","0.04","0.04925","1.494","1.1871","0.6914","5.3622","8.723700000000001","0.45089999999999997","1.4328","1.136","0.7743","0.8206","2.1053","0.0367","0.0599","0","0","0","0","0.13410833","7.0972","7.0972","0.69070437","166.60351975298434","0","0","-0.024","0.0018"
"sa3004354","676874","2019","Dylan","Stock","1","0.8672456140350877","0.0282","0.1598088","0.161","0.839","0","0.6639235","AL","DET",,"0.21718","R","22","0.13050794","0.1544043","0.009843","0.43201995","0.36102616","0.20695389","5.867579","0.3018665279","4.812","4.812","6.4161","6.8121","0.6281","0.7431","0.0348","0.73037","0.21688","0.02761","0.1647","0.0474","0.026","0.05023","1.455","1.2159","0.697","5.6529","6.6879","0.42660000000000003","1.4823000000000002","1.1396","0.7129","0.7569","1.8827","0.037","0.0634","0.0055","0","0","0","0.13545522","6.4173903","6.287387799999999","0.69031256","153.4009355388526","0.0001","0","-0.015","0.0012"
"sa3004355","676898","2019","Zack","Draper","1","0.19770175438596493","0.1707","0.9730318","0.973","0.027000000000000024","0","0.9892127","AL","CLE",,"0.30486","L","24","0.12122836","0.11235037","0.009163","0.4520758","0.34106755","0.20685665","5.4532579","0.2968995361","4.598","4.598","5.603400000000001","6.001200000000001","0.5574","0.5166","0.0075","0.73007","0.23974","0.01748","0.1565","0.0421","0.0249","0.04868","1.5626","1.1789","0.715","5.0166","4.649400000000001","0.3789","1.4085","1.1438","0.6226","0.6668","1.6604","0.0487","0.071","0.0528","0","0","0","0.13275087","5.7567702","5.7133080000000005","0.69819334","133.9659174882053","0.0008","0.0004","-0.0036","0.0032"
"sa3004362","677012","2019","Jonathan","Cheshire","1","0.8886842105263157","0.0237","0.135236","0.135","0.865","0","0.6540944","AL","TOR",,"0.26404","R","24","0.15546501","0.11215794","0.011102","0.4517919","0.34384868","0.20435942","4.8705708","0.2990787789","4.555","4.555","5.3802","5.7591","0.7081","0.5108","0.0337","0.69033","0.22588","0.02071","0.1524","0.0505","0.0246","0.04634","1.4737","1.1216","0.6666","6.3729","4.597199999999999","0.4545","1.3716000000000002","1.0893","0.5978","0.6399","1.6000999999999999","0.0429","0.0571","0.007","0","0","0","0.13587732","5.4098725000000005","5.356881","0.70322284","128.63389479604945","0.0001","0","-0.0067","0.0055"
"sa3004365","677022","2019","Justin","Watts","1","1","0","0","0","1","0","0.6","AL","TOR",,"0.18474","R","25","0.1452","0.1573","0.009597","0.38221695","0.41321409","0.20456896","5.81","0.294852","4.819","4.819","6.5475","6.9147","0.6998","0.7581","0.0401","0.66401","0.23782","0.02166","0.1831","0.0463","0.026","0.05613","1.2565","1.3584","0.6725","6.2982","6.8229","0.4167","1.6479000000000001","1.1066","0.7275","0.7683","1.8647","0.0382","0.0585","0","0","0","0","0.13479093","6.5549","6.4906","0.69059505","156.53596785332275","0","0","-0.0181","0.0059"
"sa3004368","677365","2019","Tanner","Duncan","1","1","0","0","0","1","0","0.6","AL","HOU",,"0.26888","R","24","0.1696","0.1469","0.009115","0.39703338","0.40203114","0.20093548","5.24","0.291901","4.666","4.666","5.7195","6.0786","0.7914","0.6855","0.0389","0.64644","0.20111","0.02302","0.1645","0.0425","0.0252","0.05187","1.2393","1.2549","0.6272","7.1226","6.1695","0.3825","1.4805000000000001","1.0351","0.6355","0.6754","1.7206","0.0437","0.0532","0","0","0","0","0.13108614","5.9007","5.9415","0.70961639","136.7379632745772","0","0","-0.0126","0.0001"
"sa3004441","621333","2019","Ivan","Pelaez","1","1","0","0","0","1","0","0.6","AL","TBA",,"0.32658","L","25","0.1441","0.111","0.010051","0.45209426","0.34305905","0.20484668","4.93","0.294813","4.521","4.521","4.9482","5.3298","0.6514","0.5018","0.0376","0.7196","0.19846","0.02118","0.1362","0.0454","0.0244","0.04672","1.4906","1.1311","0.6754","5.8626","4.5162","0.4086","1.2258","1.0755","0.5498","0.5922","1.5773","0.0436","0.0533","0","0","0","0","0.12041376","5.2704","5.4034","0.71961285","118.30270022582616","0","0","-0.0078","0.0014"
"sa3004449","663833","2019","Dylan","Cyphert","1","1","0","0","0","1","0","0.6","FA","FA",,"0.16131","L","22","0.1226","0.2045","0.00969","0.42800735","0.36700124","0.20499141","6.87","0.296851","5.063","5.063","6.8364","7.2486","0.6208","1.0354","0.0422","0.71593","0.21398","0.02146","0.1532","0.0491","0.0403","0.05053","1.42","1.2176","0.6801","5.5872","9.3186","0.44189999999999996","1.3788","1.1045","0.7596","0.8054","2.1399","0.0372","0.0595","0","0","0","0","0.12582129","7.1645","7.1645","0.70072727","163.4405249386285","0","0","-0.0247","0.0019"
"sa3004453","667523","2019","Wyatt","Marks","1","0.1894561403508772","0.1725","0.9831804","0.983","0.017000000000000015","0","0.9932722","AL","OAK",,"0.45682","R","24","0.1576685","0.12156896","0.009013","0.34989642","0.44590458","0.204199","5.2499083","0.2853145164","4.578","4.578","5.8104000000000005","6.1452","0.7217","0.5565","0.0072","0.62174","0.22875","0.02687","0.183","0.0413","0.0247","0.05958","1.1316","1.4421","0.6604","6.495299999999999","5.008500000000001","0.3717","1.647","1.0604","0.6456","0.6828","1.6169000000000002","0.0453","0.0746","0.0494","0","0","0","0.12689827","5.8900403","5.981789","0.6957204","138.91355621946738","0.0008","0.0004","-0.0059","-0.004"
"sa3004455","668880","2019","Fred","Schlichtholz","1","1","0","0","0","1","0","0.6","NL","SDN",,"0.2638","L","23","0.1982","0.1078","0.009235","0.45288896","0.34392899","0.20318205","4.25","0.29498","4.427","4.427","4.3128","4.670100000000001","0.8774","0.4772","0.0369","0.65409","0.18519","0.01913","0.1212","0.0409","0.0465","0.04275","1.3521","1.0268","0.6066","7.896599999999999","4.2948","0.3681","1.0908","0.9796","0.4792","0.5189","1.4568","0.0457","0.0512","0","0","0","0","0.11803662","4.5361","4.6275","0.73703709","103.11410910292187","0","0","-0.0025","0.0054"
"sa3004456","673272","2019","Felipe","Castaneda","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","TOR",,"0.18497","R","19","0.0909","0.1648","0.01008","0.4142241","0.38120485","0.20457105","6.85","0.297975","4.998","4.998","7.7157","8.121599999999999","0.4543","0.8236","0.0073","0.73829","0.26866","0.02541","0.2047","0.0504","0.027","0.05732","1.5079","1.3877","0.7447","4.0887","7.4124","0.4536","1.8422999999999998","1.237","0.8573","0.9024","2.0606","0.0225","0.0971","0.0137","0","0","0","0.14751027","7.5355","7.4616","0.66245711","184.46977844359722","0.0004","0.0002","-0.0238","0.0061"
"sa3004457","673904","2019","Jake","Walsh","1","0.18285964912280703","0.1739","0.9911817","0.991","0.009000000000000008","0","0.9964727","NL","SLN",,"0.4562","R","23","0.14344162","0.09873616","0.009601","0.35386178","0.43981841","0.20631981","5.1654145","0.2824515693","4.536","4.5360000000000005","5.6763","6.010199999999999","0.6508","0.4479","0.0195","0.65225","0.22891","0.02327","0.1923","0.0436","0.0476","0.06123","1.1848","1.4726","0.6908","5.857200000000001","4.0310999999999995","0.39239999999999997","1.7307","1.0968","0.6307","0.6678","1.5447","0.0461","0.0739","0.0525","0","0","0","0.13058536","5.8338004","5.904140999999999","0.69783485","135.70738879713147","0.0008","0.0004","-0.0073","0.0006"
"sa3004462","676221","2019","Jorge","Benitez","1","0.2892280701754386","0.1512","0.8600289","0.862","0.138","0","0.9440115","AL","SEA",,"0.20371","L","20","0.10383348","0.15888716","0.010602","0.45005859","0.35006144","0.19987997","6.329798","0.300167269","4.851","4.851","6.5232","6.9381","0.5038","0.7709","0.0118","0.75823","0.23245","0.01962","0.1599","0.0514","0.0262","0.0506","1.5748","1.2249","0.6994","4.5342","6.9381","0.4626","1.4390999999999998","1.1702","0.7248","0.7709","1.9411","0.033","0.0837","0.0313","0","0","0","0.13054127","6.6989567999999995","6.8107223999999995","0.6907002","155.96954075021856","0.0005","0.0002","-0.0156","-0.007"
"sa3004463","676334","2019","Robbie","Hitt","1","1","0","0","0","1","0","0.6","NL","MIL",,"0.28744","R","23","0.1508","0.1431","0.010189","0.45216537","0.34111906","0.20671557","5.47","0.30042","4.755","4.755","5.9094","6.3054","0.7171","0.6805","0.0396","0.71401","0.21242","0.0204","0.1574","0.0484","0.0499","0.04627","1.4732","1.1114","0.6735","6.4539","6.1245","0.4356","1.4166","1.1043","0.6566","0.7006","1.7848000000000002","0.0407","0.0561","0","0","0","0","0.14162318","5.9597","5.8034","0.70223953","141.27565349199767","0","0","-0.014","0.0143"
"sa3004465","676506","2019","Gio","Arriera","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","DET",,"0.25951","R","21","0.1034","0.1495","0.010603","0.40102232","0.39202816","0.20694953","6.38","0.299913","4.897","4.897","7.3026","7.6932","0.5064","0.7321","0.0072","0.74729","0.24225","0.03186","0.2011","0.0519","0.0264","0.05797","1.4357","1.4035","0.7409","4.5576","6.5889","0.4671","1.8099","1.2225","0.8114","0.8548","1.9546","0.0256","0.0941","0.0217","0","0","0","0.14328465","7.1145","6.9703","0.66766766","174.58870696382965","0.0005","0.0002","-0.0176","0.0013"
"sa3004467","676618","2019","John","Curtis","1","0.5291754385964913","0.1002","0.568887","0.571","0.42900000000000005","0","0.8275548","NL","ATL",,"0.20947","L","23","0.14931382","0.11665693","0.00946","0.43294647","0.35696056","0.21009297","5.205333","0.2963329732","4.609","4.609","5.318099999999999","5.6979","0.6881","0.5376","0.0277","0.70386","0.22296","0.01882","0.1482","0.0436","0.0484","0.04887","1.425","1.1749","0.6915","6.192900000000001","4.838400000000001","0.39239999999999997","1.3338","1.0939","0.5909","0.6331","1.6315","0.0461","0.0642","0.0333","0","0","0","0.12613839","5.4549857","5.5057282999999995","0.70999305","127.14655087472107","0.0005","0.0002","-0.0069","0.0116"
"sa3004469","676720","2019","Tommy","Romero","1","0.17543859649122806","0.1754","1","1","0","0","1","AL","TBA",,"0.4231","R","21","0.14","0.1352","0.009267","0.38706959","0.4080785","0.20485191","5.67","0.288528","4.679","4.679","6.0813","6.4476","0.6551","0.6327","0.0068","0.67174","0.21799","0.0243","0.1804","0.0434","0.0253","0.05601","1.286","1.3558","0.6806","5.8959","5.6943","0.3906","1.6236000000000002","1.0944","0.6757","0.7164","1.7271","0.0389","0.0812","0.0452","0","0","0","0.13305797","6.2243","6.3814","0.69442797","145.3973489265777","0.0007","0.0003","-0.0109","0.0014"
"sa3004470","676736","2019","Will","Latcham","1","1","0","0","0","1","0","0.6","NL","SLN",,"0.31237","R","23","0.209","0.1104","0.011208","0.45925977","0.33420392","0.20653631","4.1","0.297118","4.419","4.419","4.3236","4.6782","0.9236","0.4878","0.0368","0.6426","0.1837","0.018","0.1163","0.0495","0.0464","0.04051","1.3364","0.9725","0.601","8.3124","4.3902","0.4455","1.0467","0.9606","0.4804","0.5198","1.4484","0.0481","0.0489","0","0","0","0","0.11958869","4.4376","4.4911","0.73261527","103.36753121200857","0","0","-0.0008","0.0006"
"sa3004471","676737","2019","Billy","Lescher","1","1","0","0","0","1","0","0.6","AL","DET",,"0.1874","R","23","0.1432","0.1457","0.010375","0.40402449","0.38902358","0.20695194","5.57","0.297023","4.746","4.746","6.1812","6.5546999999999995","0.6796","0.6915","0.0395","0.69697","0.21329","0.02696","0.1703","0.0492","0.0256","0.05304","1.3332","1.2837","0.6829","6.1164","6.2235","0.4428","1.5327000000000002","1.1075","0.6868","0.7283","1.799","0.0387","0.058","0","0","0","0","0.13266339","6.2378","6.1114","0.69568512","147.78095121676117","0","0","-0.0142","0.0012"
"sa3004472","676740","2019","Jared","Johnson","1","1","0","0","0","1","0","0.6","NL","WAS",,"0.23315","L","23","0.1347","0.1783","0.010129","0.4363335","0.35627456","0.20739194","6.14","0.297014","4.892","4.892","6.1074","6.5115","0.659","0.8723","0.0407","0.71753","0.20722","0.01656","0.1422","0.0496","0.0514","0.04834","1.4214","1.1606","0.6756","5.931","7.8507","0.44639999999999996","1.2797999999999998","1.0836","0.6786","0.7235","1.9558999999999997","0.0408","0.056","0","0","0","0","0.12252283","6.4573","6.5083","0.70969099","146.0237318754524","0","0","-0.019","-0.0029"
"sa3004473","676741","2019","John","Ghyzel","1","1","0","0","0","1","0","0.6","NL","CIN",,"0.24253","R","23","0.1639","0.1795","0.009639","0.44967469","0.34973975","0.20058556","5.69","0.298165","4.826","4.826","6.0669","6.463799999999999","0.791","0.8663","0.0402","0.66704","0.20059","0.01847","0.1505","0.0465","0.0507","0.04481","1.3823","1.0751","0.6166","7.119000000000001","7.7966999999999995","0.4185","1.3545","1.0367","0.6741","0.7182","1.903","0.04","0.0567","0","0","0","0","0.13998698","6.2739","6.1748","0.70813205","145.04351428370194","0","0","-0.0154","-0.0093"
"sa3004474","676745","2019","Bryce","Howe","1","0.4788771929824561","0.1109","0.6309498","0.632","0.368","0","0.8523799","NL","MIA",,"0.29155","R","23","0.13667148","0.13279528","0.00967","0.44605398","0.35502194","0.19892408","5.55619","0.2963758646","4.685","4.6850000000000005","5.6718","6.065099999999999","0.6402","0.622","0.027","0.71713","0.21602","0.02486","0.1445","0.0453","0.0491","0.04915","1.4842","1.1813","0.6619","5.7618","5.598","0.4077","1.3005000000000002","1.1025","0.6302","0.6739","1.7245","0.0348","0.0765","0.0323","0","0","0","0.12232286","5.7609688000000006","5.9361288","0.69913876","135.5922849533392","0.0005","0.0002","-0.0106","0.0063"
"sa3004475","676804","2019","Jake","Dahlberg","1","0.18533333333333335","0.1733","0.9879729","0.988","0.01200000000000001","0","0.9951892","NL","SLN",,"0.33843","L","25","0.12295738","0.10607079","0.008308","0.4628128","0.33086291","0.20632429","5.2768729","0.2984241519","4.573","4.5729999999999995","5.321700000000001","5.7204","0.5622","0.485","0.0198","0.74934","0.22854","0.02023","0.1427","0.038","0.048","0.04732","1.5924","1.1384","0.7099","5.0598","4.365","0.34199999999999997","1.2843","1.1408","0.5913","0.6356","1.6258","0.0492","0.0708","0.0591","0","0","0","0.12535137","5.4606883999999996","5.5264728","0.70231281","127.22763399575577","0.0009","0.0004","-0.003","0.0006"
"sa3004476","676806","2019","Aaron","Ford","1","1","0","0","0","1","0","0.6","FA","FA",,"0.16994","L","24","0.1611","0.1417","0.009589","0.42399496","0.37099164","0.2050134","5.24","0.296304","4.666","4.666","5.445","5.8194","0.7517","0.6612","0.0389","0.68182","0.20504","0.02055","0.1462","0.0447","0.0371","0.04881","1.3447","1.1766","0.6502","6.7653","5.9508","0.4023","1.3157999999999999","1.0536","0.605","0.6466","1.7148","0.0423","0.0545","0","0","0","0","0.12425633","5.6759","5.6759","0.71577417","130.1800685083051","0","0","-0.011","0.0017"
"sa3004477","676818","2019","Drew","Crosby","1","1","0","0","0","1","0","0.6","AL","DET",,"0.20842","L","23","0.1393","0.1369","0.008994","0.42902161","0.36401561","0.20696279","5.43","0.301701","4.697","4.697","5.795100000000001","6.1776","0.6543","0.643","0.0391","0.72801","0.21203","0.02662","0.1535","0.0422","0.0254","0.05011","1.4295","1.2129","0.6896","5.8887","5.787","0.3798","1.3815","1.1201","0.6439","0.6864","1.7631000000000001","0.0401","0.0567","0","0","0","0","0.12655619","5.9035","5.7839","0.7035337","138.54299810816647","0","0","-0.0112","0.0012"
"sa3004478","676833","2019","Billy","Oxford","1","1","0","0","0","1","0","0.6","NL","NYN",,"0.2012","R","23","0.151","0.1376","0.008864","0.48022898","0.31814081","0.20163021","5.18","0.299189","4.647","4.647","5.3325000000000005","5.7348","0.7017","0.6394","0.0387","0.71648","0.20245","0.01816","0.1325","0.0412","0.0488","0.04257","1.5436","1.0226","0.6481","6.3153","5.7546","0.3708","1.1925000000000001","1.0696","0.5925","0.6372","1.7089999999999999","0.0407","0.056","0","0","0","0","0.12957168","5.5219","5.5694","0.71131846","127.49761939136843","0","0","-0.0108","0.0013"
"sa3004479","676838","2019","Zack","Mozingo","1","0.725421052631579","0.0584","0.3329734","0.333","0.667","0","0.7331894","AL","TBA",,"0.24812","R","25","0.15217588","0.13067253","0.010833","0.41766697","0.37768544","0.20464758","5.2665623","0.2943303712","4.631","4.631","5.6088","5.9805","0.7049","0.6053","0.028","0.68804","0.20618","0.02251","0.1569","0.0502","0.025","0.0507","1.357","1.2271","0.6649","6.3441","5.447699999999999","0.45180000000000003","1.4121000000000001","1.0736","0.6232","0.6645","1.6789","0.0412","0.0633","0.0163","0","0","0","0.12786244","5.7573724","5.9027367","0.70529468","134.087194312051","0.0003","0.0001","-0.0101","0.0014"
"sa3004482","676873","2019","Patrick","Dayton","1","1","0","0","0","1","0","0.6","NL","SLN",,"0.19965","L","23","0.1662","0.1513","0.010133","0.46226659","0.33120114","0.20653227","5.25","0.299139","4.679","4.679","5.1471","5.541300000000001","0.7777","0.708","0.039","0.6917","0.19434","0.01884","0.1214","0.0474","0.0491","0.0427","1.4309","1.0252","0.6393","6.9993","6.372","0.4266","1.0926","1.0263","0.5719","0.6157","1.7343","0.044","0.0529","0","0","0","0","0.11841592","5.45","5.5157","0.72344175","123.05556015850895","0","0","-0.0102","0.0006"
"sa3004483","676910","2019","Matt","Seelinger","1","1","0","0","0","1","0","0.6","AL","TBA",,"0.25118","R","24","0.1708","0.1479","0.00867","0.39707395","0.39807074","0.20485531","5.25","0.29316","4.662","4.662","5.5557","5.9157","0.7963","0.6895","0.0388","0.65547","0.19768","0.02133","0.1529","0.0404","0.0252","0.05117","1.2349","1.238","0.6371","7.1667000000000005","6.2055","0.3636","1.3761","1.0273","0.6173","0.6573","1.7168","0.0411","0.0557","0","0","0","0","0.12350565","5.7458","5.8908","0.71276747","132.8194836821893","0","0","-0.0122","0.0014"
"sa3004485","676957","2019","Taylor","Ahearn","1","0.5695789473684211","0.0916","0.5219745","0.522","0.478","0","0.8087898","FA","FA",,"0.27904","R","24","0.13535997","0.11703577","0.009769","0.44899594","0.34600896","0.20499511","5.2461528","0.2988624117","4.619","4.619","5.6907","6.0804","0.6253","0.5406","0.0287","0.72729","0.22091","0.02283","0.159","0.0452","0.0368","0.04834","1.5137","1.1665","0.6911","5.6277","4.865399999999999","0.40680000000000005","1.4309999999999998","1.1299","0.6323","0.6756","1.6704999999999999","0.0423","0.0667","0.0258","0","0","0","0.13630519","5.7348327999999995","5.7348327999999995","0.69660438","136.06878546011143","0.0004","0.0002","-0.008","0.0017"
"sa3004486","676964","2019","Ryan","Valdes","1","1","0","0","0","1","0","0.6","NL","PIT",,"0.20228","R","25","0.1438","0.1577","0.009692","0.4317163","0.35477433","0.21350936","5.65","0.303925","4.798","4.798","6.0156","6.4071","0.69","0.7567","0.04","0.72777","0.21313","0.02083","0.1409","0.0465","0.0504","0.04811","1.4061","1.1555","0.6954","6.209999999999999","6.810300000000001","0.4185","1.2681","1.1026","0.6684","0.7119","1.8593000000000002","0.0392","0.0576","0","0","0","0","0.12193855","6.0223","6.1341","0.69878376","143.81943768132084","0","0","-0.0155","-0.0038"
"sa3004487","676994","2019","Drew","Fischer","1","1","0","0","0","1","0","0.6","NL","PIT",,"0.24243","R","23","0.1484","0.1605","0.009942","0.42314378","0.36314254","0.21371368","5.66","0.30288","4.805","4.805","6.021000000000001","6.4079999999999995","0.7131","0.7713","0.04","0.7157","0.21196","0.02071","0.142","0.0478","0.0505","0.04872","1.3632","1.1699","0.6885","6.4178999999999995","6.9417","0.4302","1.2779999999999998","1.0904","0.669","0.712","1.8617","0.0392","0.0576","0","0","0","0","0.1213779","6.0381","6.1502","0.70000585","143.9557118343203","0","0","-0.0157","-0.0038"
"sa3004488","677020","2019","Joshua","Walker","1","0.41703508771929826","0.124","0.7029973","0.707","0.29300000000000004","0","0.8811989","NL","NYN",,"0.17385","L","24","0.13649946","0.15373379","0.009481","0.44919737","0.34917305","0.20162958","5.8567302","0.2962245115","4.771","4.771","5.8473","6.2505","0.6512","0.7334","0.0261","0.70957","0.21849","0.01798","0.1472","0.0452","0.0501","0.0478","1.4775","1.1485","0.6632","5.8608","6.600599999999999","0.40680000000000005","1.3248","1.0932","0.6497","0.6945","1.8266","0.0386","0.0745","0.0348","0","0","0","0.12816717","6.1080355","6.1605113","0.70678145","139.79687571611137","0.0005","0.0002","-0.0119","0.0013"
"sa3004489","677038","2019","Marcus","Reyes","1","1","0","0","0","1","0","0.6","AL","TOR",,"0.17626","L","24","0.1261","0.1611","0.00963","0.43223226","0.36320545","0.20456229","6.06","0.29815","4.84","4.84","6.3045","6.7041","0.6104","0.7798","0.0403","0.71209","0.23417","0.02115","0.1588","0.0466","0.0261","0.05065","1.459","1.226","0.6905","5.493600000000001","7.0182","0.4194","1.4292","1.1262","0.7005","0.7449","1.9060000000000001","0.0389","0.0578","0","0","0","0","0.12952692","6.4838","6.4202","0.69797952","150.7216039920126","0","0","-0.0175","0.0059"
"sa3004492","677360","2019","Danny","Sexton","1","1","0","0","0","1","0","0.6","NL","SDN",,"0.17481","L","24","0.2089","0.1082","0.009451","0.47688881","0.31992462","0.20318657","4.08","0.29765","4.401","4.401","4.0923","4.455","0.9195","0.4762","0.0366","0.65263","0.17842","0.01842","0.1102","0.0416","0.0462","0.03889","1.3918","0.9337","0.593","8.2755","4.2858","0.37439999999999996","0.9918","0.9597","0.4547","0.495","1.4359","0.0469","0.0501","0","0","0","0","0.11802506","4.308","4.3948","0.74250691","97.84245107899554","0","0","-0.0003","0.0053"
"sa3004493","677362","2019","Nick","Kuzia","1","0.8655964912280701","0.0286","0.1614473","0.163","0.837","0","0.6645789","NL","SDN",,"0.19166","R","23","0.14870647","0.14789298","0.010501","0.46289523","0.33391197","0.20319281","5.5013013","0.2984829237","4.726","4.726","5.6169","6.0183","0.7029","0.699","0.0363","0.71196","0.20324","0.0214","0.1371","0.0496","0.0496","0.04485","1.4933","1.0772","0.6555","6.3261","6.291","0.44639999999999996","1.2339","1.0737","0.6241","0.6687","1.7727","0.0398","0.0608","0.0083","0","0","0","0.12727442","5.7833302","5.8998258","0.70757379","134.29505542931818","0.0001","0.0001","-0.0131","0.0057"
"sa3004494","677369","2019","Austin","Warner","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","SLN",,"0.54648","L","25","0.163","0.0861","0.009386","0.42625849","0.36720325","0.20653826","4.6","0.291823","4.413","4.413","4.7250000000000005","5.0823","0.7193","0.38","0.0189","0.67612","0.21699","0.01919","0.1461","0.0414","0.0463","0.04924","1.3743","1.1839","0.6659","6.473700000000001","3.42","0.3726","1.3149000000000002","1.0584","0.525","0.5647","1.4384000000000001","0.0561","0.0644","0.0714","0","0","0","0.12340569","4.8859","4.9448","0.71757916","112.97127283654919","0.0012","0.0005","0.0038","0.0006"
"sa3004567","641390","2019","Jared","Brasher","1","1","0","0","0","1","0","0.6","NL","WAS",,"0.2625","R","24","0.1432","0.1705","0.012285","0.42189437","0.37090875","0.20719688","5.91","0.295654","4.861","4.861","6.230700000000001","6.6213","0.6962","0.8289","0.0405","0.69798","0.20846","0.0168","0.154","0.0597","0.051","0.04984","1.3612","1.1967","0.6685","6.2658000000000005","7.4601","0.5373","1.386","1.0772","0.6923","0.7357","1.9061","0.0404","0.0564","0","0","0","0","0.12868722","6.4364","6.4872","0.70283396","148.95243077763368","0","0","-0.0188","-0.0029"
"sa3004571","656594","2019","Kyle","Johnston","1","0.29005263157894734","0.1511","0.8622514","0.861","0.139","0","0.9449006","NL","WAS",,"0.42919","R","22","0.14303656","0.14478517","0.010457","0.45035689","0.34224796","0.20739515","5.5993906","0.2988657616","4.726","4.726","5.8662","6.263999999999999","0.676","0.6843","0.0228","0.71253","0.21575","0.01808","0.1499","0.0494","0.0496","0.04651","1.4701","1.1172","0.677","6.084","6.1587000000000005","0.4446","1.3491","1.0963","0.6518","0.696","1.7806","0.0438","0.0731","0.0413","0","0","0","0.13417472","5.9588197","6.0057887999999995","0.69993951","140.2346863173048","0.0007","0.0003","-0.0091","-0.0028"
"sa3004573","661837","2019","Dominic","LoBrutto","1","1","0","0","0","1","0","0.6","AL","BOS",,"0.27142","L","23","0.1529","0.1499","0.010259","0.44706396","0.34106714","0.2118689","5.5","0.298545","4.706","4.7059999999999995","5.4531","5.8482","0.7195","0.7054","0.0392","0.68627","0.21997","0.01976","0.131","0.0483","0.0254","0.0452","1.4336","1.0937","0.6794","6.4755","6.3486","0.43470000000000003","1.179","1.057","0.6059","0.6498","1.7624","0.0458","0.0511","0","0","0","0","0.1197769","5.6861","5.7683","0.71339028","130.37372125204115","0","0","-0.0117","0.0083"
