mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
543592,"15941","2020","Austin","Nola","SEA",0.936,"C","R",0.006,0.056,0.253,0.096,0.073,0.135,0.208,0.112,0.062,20.0,2.7,0.5,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.449,30.00,0.78,31.90,132.922502999309,0.2658,10.2471,10.5130,29.5461,1.5951,1.2229,0.5484,0.9917,119.2744,28.4828,19.5552,5.6924,0.4097,2.8255,0.238809,0.306645,0.364477,0.289664,0.334890,0.8493,0.3675,-0.0277,0.141,0.1133,-0.039,12.6826,13.0465,0.29191019,-3.485,13.313,-2.405,4.301,0.4491,0.0704,0.23498,0.0017678,0.24182
623323,"17806","2020","Braden","Bishop","SEA",0.936,"LF","R",0.149,0.081,0.014,0.041,0.014,0.054,0.041,0.270,0.338,0.0,0.0,0.0,0.0,0.0,4.0,2.8,2.3,0.0,0.0,0.0,-0.264,26.00,0.74,9.06,36.6938123566511,0.0367,2.5781,2.6148,8.7900,0.4036,0.3376,0.2730,0.2743,33.1281,7.5682,5.3808,1.4692,0.0763,0.6420,0.228454,0.290677,0.335543,0.272110,0.321770,0.4373,0.1743,0.0016,0.030,0.0316,0.191,3.4201,3.1610,0.28894804,-1.519,3.118,-1.221,1.187,-0.2643,0.0000,-0.00735,-0.0002003,-0.00735
664238,"18042","2020","Dylan","Moore","SEA",0.936,"3B","R",0.077,0.033,0.053,0.077,0.020,0.024,0.102,0.244,0.370,0.0,0.0,0.7,3.7,2.9,1.5,0.0,0.0,0.0,0.0,0.0,0.147,27.00,0.78,8.82,35.2578360377843,0.0705,2.5460,2.6165,8.9000,0.5641,0.3244,0.2407,0.2670,31.5695,6.9208,4.4139,1.4489,0.1947,0.8633,0.219232,0.288479,0.359507,0.278669,0.334190,1.2659,0.5634,-0.0009,0.042,0.0411,-0.014,3.5324,3.4224,0.27442781,-1.260,3.196,-0.973,1.141,0.1469,0.0000,0.03322,0.0009422,0.03322
572180,"13132","2020","Andrew","Susac","PIT",0.986,"C","R",0.032,0.065,0.032,0.032,0.032,0.065,0.097,0.247,0.396,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,30.00,0.65,2.43,9.65082152295426,0.0097,0.9373,0.9469,3.0257,0.0869,0.0888,0.0668,0.0737,8.4765,1.7225,1.0913,0.3725,0.0232,0.2355,0.203201,0.287585,0.335955,0.271995,0.347660,0.1358,0.0546,0.0009,0.000,0.0009,-0.014,0.9142,0.8851,0.28114956,-0.400,0.819,-0.383,0.312,0.2029,-0.0396,0.01154,0.0011958,0.00769
571912,"13355","2020","Luke","Maile","PIT",0.986,"C","R",0.012,0.011,0.012,0.012,0.005,0.030,0.066,0.306,0.547,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,29.00,0.70,0.26,1,0.0000,0.0694,0.0694,0.2628,0.0090,0.0092,0.0076,0.0078,0.9062,0.1961,0.1319,0.0408,0.0050,0.0184,0.216409,0.276595,0.333468,0.264142,0.322960,0.0104,0.0039,0.0001,0.001,0.0011,0.002,0.0891,0.0887,0.28081542,-0.048,0.078,-0.047,0.032,0.0216,0.0150,0.00094,0.0009400,0.00240
570481,"13369","2020","Erik","Gonzalez","PIT",0.986,"3B","R",0.056,0.041,0.060,0.033,0.049,0.090,0.073,0.360,0.237,0.0,0.0,3.0,6.1,4.9,1.8,3.7,0.0,0.0,0.0,0.0,0.365,28.00,0.73,19.47,78.060983889382,0.5464,3.1717,3.7181,21.2673,0.6245,0.7182,0.5204,0.5972,72.6007,17.6476,12.2917,3.5163,0.4902,1.3494,0.243079,0.283598,0.360780,0.272464,0.357280,1.3310,0.5952,-0.0120,0.066,0.0540,-0.326,7.0808,7.3106,0.32221853,-3.207,6.658,-3.069,2.526,0.3651,0.0000,-0.04370,-0.0005598,-0.04370
607732,"13723","2020","Jacob","Stallings","PIT",0.986,"C","R",0.002,0.003,0.002,0.004,0.005,0.011,0.024,0.927,0.022,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.887,30.00,0.74,34.64,134.484731363044,1.3448,7.1969,8.5417,25.8057,1.7483,1.2373,1.0697,1.0872,122.0377,32.0595,21.8457,7.1270,0.2979,2.7889,0.262696,0.317422,0.394532,0.301108,0.348580,0.5235,0.2441,-0.0384,0.054,0.0156,0.092,13.2051,13.8611,0.30964252,-2.196,14.799,-1.958,4.352,2.8866,2.8175,0.52333,0.0038914,0.79698
622569,"16357","2020","Pablo","Reyes","PIT",0.986,"OF","R",0.051,0.061,0.045,0.023,0.082,0.174,0.117,0.065,0.382,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,26.00,0.77,0.25,1,0.0010,0.0704,0.0714,0.2076,0.0080,0.0092,0.0061,0.0075,0.9070,0.2303,0.1512,0.0476,0.0050,0.0265,0.253722,0.311409,0.404782,0.304835,0.355100,0.0222,0.0104,-0.0004,0.002,0.0016,0.000,0.1046,0.1071,0.29952969,-0.013,0.113,-0.011,0.032,-0.0124,0.0000,0.00099,0.0009900,0.00099
621028,"17696","2020","Kevin","Newman","PIT",0.986,"SS","R",0.876,0.001,0.001,0.002,0.002,0.009,0.054,0.036,0.018,0.0,0.0,12.2,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.880,26.00,0.82,45.71,208.506074678445,0.8340,11.3647,12.1987,27.2590,1.8766,1.9183,1.9272,1.3297,191.1739,54.1667,39.6066,9.6434,1.5185,3.3982,0.283333,0.330339,0.402988,0.312514,0.336200,6.6176,2.6120,0.1239,0.104,0.2279,-1.274,23.9678,17.8565,0.31368322,-1.349,25.000,-0.981,6.747,1.8804,0.0000,0.64105,0.0030745,0.64105
605137,"13145","2020","Josh","Bell","PIT",0.986,"1B","B",0.003,0.008,0.014,0.916,0.006,0.030,0.004,0.005,0.013,0.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-4.407,27.00,0.86,51.69,222.34525026094,3.3352,25.1194,28.4546,42.1724,1.3341,2.0456,0.3501,1.5162,190.6904,52.4044,29.9687,11.0694,0.9581,10.4082,0.274803,0.370238,0.506641,0.363535,0.412070,0.8202,0.4776,-0.1114,-0.600,-0.7114,-2.327,28.8060,32.7041,0.30077636,8.366,36.465,8.759,7.195,-4.4072,0.0000,0.82638,0.0037167,0.82638
657061,"17326","2020","Cole","Tucker","PIT",0.986,"SS","B",0.068,0.015,0.023,0.023,0.008,0.076,0.129,0.379,0.280,0.0,0.0,2.2,0.0,14.0,0.0,1.7,1.7,0.0,0.0,0.0,0.682,23.00,0.77,19.63,77.7177091538739,0.2332,5.6994,5.9325,16.4340,0.6217,0.7150,0.5589,0.5938,70.0106,17.4047,12.0040,3.3909,0.6560,1.3538,0.248593,0.310508,0.373777,0.293513,0.339680,2.1044,0.8637,0.0232,0.129,0.1522,0.149,7.6271,7.3457,0.30389877,-1.779,8.042,-1.642,2.515,0.6823,0.0000,0.18031,0.0023201,0.18031
572073,"13277","2020","Joey","Rickard","SFN",0.961,"OF","R",0.084,0.144,0.052,0.049,0.073,0.180,0.124,0.171,0.125,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,29.00,0.80,0.24,1,0.0020,0.0775,0.0795,0.2308,0.0120,0.0092,0.0058,0.0074,0.8953,0.2194,0.1446,0.0479,0.0061,0.0207,0.245026,0.312697,0.381710,0.298143,0.351690,0.0137,0.0055,0.0001,0.002,0.0021,-0.002,0.0990,0.0955,0.30512899,-0.019,0.107,-0.014,0.032,-0.0121,0.0000,0.00058,0.0005800,0.00058
608339,"14973","2020","Zach","Green","SFN",0.961,"3B","R",0.028,0.056,0.028,0.028,0.139,0.167,0.139,0.167,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,26.00,0.72,0.25,1,0.0020,0.0715,0.0735,0.3497,0.0120,0.0092,0.0059,0.0076,0.9010,0.1983,0.1113,0.0447,0.0038,0.0385,0.220060,0.285495,0.406235,0.291986,0.420300,0.0051,0.0021,-0.0001,0.000,-0.0001,0.000,0.1035,0.1141,0.30707148,-0.024,0.102,-0.019,0.032,0.0041,0.0000,0.00165,0.0016500,0.00165
623214,"15496","2020","Abiatal","Avelino","SFN",0.961,"SS","R",0.028,0.057,0.028,0.028,0.028,0.114,0.119,0.239,0.358,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.013,25.00,0.78,0.25,1,0.0020,0.0437,0.0457,0.1963,0.0050,0.0092,0.0067,0.0076,0.9350,0.2291,0.1632,0.0371,0.0114,0.0174,0.245009,0.281687,0.365044,0.274500,0.322690,0.0259,0.0105,0.0004,0.000,0.0004,0.000,0.0910,0.0935,0.29043765,-0.039,0.087,-0.034,0.032,-0.0126,0.0000,-0.00138,-0.0013800,-0.00138
596103,"16153","2020","Austin","Slater","SFN",0.961,"LF","R",0.047,0.170,0.087,0.009,0.120,0.108,0.130,0.118,0.212,0.0,0.0,0.0,0.0,0.0,8.7,0.5,6.2,0.0,0.0,0.0,-0.736,27.00,0.80,15.41,63.6002314006255,0.1908,5.8769,6.0677,17.1950,0.9540,0.5851,0.3702,0.4775,55.7309,14.0865,9.5212,2.8065,0.3265,1.4324,0.252759,0.333831,0.391941,0.312788,0.388650,0.8320,0.3498,-0.0054,0.107,0.1016,-0.071,6.5887,6.2085,0.33671536,-0.396,7.641,-0.081,2.058,-0.7361,0.0000,0.12349,0.0019417,0.12349
643289,"16530","2020","Mauricio","Dubon","SFN",0.961,"2B","R",0.010,0.004,0.001,0.001,0.001,0.001,0.945,0.031,0.007,0.0,0.0,25.9,0.0,7.2,0.0,12.1,0.0,0.0,0.0,0.0,0.995,25.00,0.78,45.24,180.372854757255,0.3607,8.2439,8.6047,28.2829,1.2626,1.6594,1.0268,1.3304,168.1484,45.1648,31.4447,8.6467,0.5088,4.5646,0.268612,0.306859,0.407529,0.302322,0.339710,4.2449,1.9430,-0.0454,0.182,0.1366,-0.159,17.2155,19.5464,0.29715153,-2.756,20.038,-1.862,5.837,0.9953,0.0000,0.48057,0.0026643,0.48057
605244,"16925","2020","Aramis","Garcia","SFN",0.961,"C","R",0.013,0.025,0.038,0.038,0.043,0.142,0.261,0.218,0.221,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,27.00,0.76,5.12,20.3958790562502,0.0408,1.1956,1.2364,6.5322,0.1836,0.1876,0.1236,0.1539,18.6984,3.9953,2.5636,0.7721,0.0745,0.5851,0.213673,0.267130,0.356813,0.265726,0.363220,0.0875,0.0377,-0.0036,0.015,0.0114,0.033,1.8353,2.0298,0.29060077,-0.957,1.621,-0.856,0.660,0.4264,0.1820,0.02669,0.0013086,0.04437
571740,"10199","2020","Billy","Hamilton","SFN",0.961,"CF","B",0.101,0.028,0.002,0.011,0.032,0.010,0.025,0.049,0.741,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.264,29.00,0.84,15.87,62.0089936576288,0.0620,4.9905,5.0525,14.6485,0.2480,0.5705,0.4881,0.4702,55.7501,12.7705,9.5574,2.1683,0.6007,0.4441,0.229060,0.293732,0.313393,0.266114,0.309800,3.5794,0.8948,0.3089,0.345,0.6539,0.595,5.7255,4.5272,0.29971041,-2.888,4.948,-2.581,2.007,0.2645,0.0000,0.09124,0.0014714,0.09124
570560,"11602","2020","Yolmer","Sanchez","SFN",0.961,"2B","B",0.054,0.245,0.004,0.008,0.007,0.035,0.144,0.368,0.135,0.0,0.0,14.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.312,28.00,0.85,15.84,64.8318416833415,0.0648,4.6379,4.7028,13.3391,0.6483,0.5965,0.4647,0.4904,58.5256,14.6381,10.0212,3.0293,0.7218,0.8658,0.250106,0.310542,0.370908,0.293212,0.336130,0.8408,0.4048,-0.0263,0.080,0.0537,-0.031,6.1992,5.7242,0.30734126,-1.501,6.692,-1.180,2.098,0.3120,0.0000,0.12167,0.0018767,0.12167
623168,"13897","2020","Tyler","Heineman","SFN",0.961,"C","B",0.033,0.067,0.033,0.033,0.033,0.067,0.100,0.267,0.367,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685,29.00,0.72,20.22,80.2967188830955,0.1606,5.7443,5.9049,14.1277,0.8030,0.7387,0.5532,0.6135,72.4222,18.0890,12.4641,3.5995,0.4352,1.5902,0.249780,0.310965,0.377376,0.295494,0.325510,0.8028,0.3122,0.0019,0.043,0.0449,0.077,7.8080,7.6979,0.28784775,-1.701,8.447,-1.303,2.598,1.6850,0.0113,0.30127,0.0037520,0.30237
621446,"14352","2020","Lewis","Brinson","MIA",0.944,"CF","R",0.049,0.036,0.003,0.011,0.053,0.191,0.247,0.320,0.090,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.9,0.0,0.0,0.0,-0.377,26.00,0.81,24.87,99.9233284082727,0.2998,5.9158,6.2156,30.1374,1.4988,0.9193,0.6287,0.7508,90.8295,19.5674,12.4087,3.8976,0.6380,2.6232,0.215432,0.274758,0.359036,0.270349,0.355950,1.6110,0.7037,-0.0077,0.075,0.0673,0.039,9.1209,9.6448,0.28807015,-4.288,8.339,-3.583,3.234,-0.3769,0.0000,-0.06018,-0.0006023,-0.06018
623912,"14387","2020","Harold","Ramirez","MIA",0.944,"RF","R",0.006,0.057,0.009,0.012,0.078,0.738,0.058,0.010,0.032,0.0,0.0,0.0,0.0,0.0,3.5,0.0,18.9,4.2,0.0,0.0,-1.614,25.00,0.80,26.65,109.72665106329,0.2195,5.0648,5.2843,21.3239,1.3167,1.0095,0.4478,0.7689,101.9090,27.9274,19.2248,5.5021,0.4636,2.7369,0.274053,0.315976,0.417718,0.310681,0.365330,0.9825,0.4666,-0.0372,0.125,0.0878,-0.329,10.6464,11.6615,0.32042011,-0.884,12.983,-0.109,3.551,-1.6137,0.0000,0.15415,0.0014049,0.15415
643265,"15279","2020","Garrett","Cooper","MIA",0.944,"1B","R",0.002,0.049,0.069,0.026,0.418,0.010,0.005,0.407,0.012,0.0,23.5,0.0,0.0,0.0,0.0,0.0,3.4,6.2,0.0,0.0,-2.851,29.00,0.77,33.07,135.490723691492,0.1355,10.1968,10.3323,33.7984,1.3549,1.2465,0.6991,1.0886,122.0158,31.9403,20.9910,6.4225,0.4100,4.1169,0.261786,0.323679,0.422373,0.317132,0.393270,0.2314,0.1079,-0.0397,-0.108,-0.1477,0.087,14.1449,15.3672,0.32660751,-0.336,16.786,0.620,4.385,-2.8510,0.0000,0.20331,0.0015005,0.20331
595453,"17161","2020","Chad","Wallach","MIA",0.944,"C","R",0.039,0.068,0.029,0.013,0.066,0.026,0.339,0.274,0.145,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,28.00,0.64,3.08,12.3730821623049,0.0000,1.0305,1.0305,3.7730,0.1609,0.1138,0.0799,0.0942,11.0076,2.2681,1.4545,0.4945,0.0299,0.2892,0.206048,0.281412,0.335210,0.268493,0.341960,0.0768,0.0336,-0.0024,0.011,0.0086,0.003,1.1001,1.1115,0.28110972,-0.551,1.013,-0.463,0.400,0.2566,0.1352,0.01993,0.0016108,0.03306
542513,"10067","2020","Tomas","Telis","MIA",0.944,"C","B",0.021,0.042,0.021,0.021,0.046,0.092,0.113,0.109,0.534,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,29.00,0.77,0.25,1,0.0030,0.0472,0.0502,0.1385,0.0090,0.0092,0.0069,0.0076,0.9264,0.2387,0.1779,0.0409,0.0047,0.0151,0.257595,0.299848,0.360975,0.282915,0.306010,0.0062,0.0024,-0.0001,0.000,-0.0001,-0.001,0.0897,0.0904,0.28651973,-0.032,0.094,-0.025,0.032,0.0212,-0.0026,0.00263,0.0026300,0.00238
542340,"10071","2020","Jonathan","Villar","MIA",0.944,"CF","B",0.817,0.037,0.024,0.001,0.035,0.043,0.019,0.006,0.019,0.0,0.0,4.6,1.7,13.2,0.0,31.6,0.0,0.0,0.0,0.0,1.293,29.00,0.86,51.14,233.505338583681,0.0000,20.6193,20.6193,60.0206,1.6345,2.1482,2.0349,1.5018,207.7148,52.9787,35.6568,9.8123,1.2616,6.2480,0.255062,0.325026,0.404697,0.312859,0.386030,11.6064,3.4083,0.7692,0.423,1.1922,-2.511,27.9073,21.2502,0.32690699,-1.441,28.067,0.207,7.556,1.2929,0.0000,0.75147,0.0032182,0.75147
594011,"11611","2020","Rosell","Herrera","MIA",0.944,"OF","B",0.062,0.157,0.026,0.025,0.100,0.045,0.063,0.234,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,27.00,0.78,0.25,1,0.0020,0.0753,0.0773,0.2160,0.0090,0.0092,0.0067,0.0076,0.8994,0.2171,0.1511,0.0441,0.0046,0.0173,0.241357,0.305392,0.358294,0.286594,0.330240,0.0213,0.0091,0.0000,0.002,0.0020,-0.009,0.0952,0.0891,0.29657117,-0.029,0.097,-0.022,0.032,0.0041,0.0000,0.00069,0.0006900,0.00069
592731,"12957","2020","Steve","Selsky",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,30.00,0.68,0.25,1,0.0000,0.0690,0.0690,0.3175,0.0100,0.0092,0.0063,0.0075,0.9072,0.2038,0.1323,0.0404,0.0039,0.0271,0.224610,0.284555,0.367530,0.279474,0.378030,0.0099,0.0042,-0.0001,0.001,0.0009,-0.005,0.1012,0.1032,0.30994562,-0.035,0.091,-0.035,0.032,0.0041,0.0000,-0.00029,-0.0002900,-0.00029
605509,"13005","2020","Kelby","Tomlinson",NULL,1.000,"2B","R",0.073,0.033,0.010,0.023,0.048,0.033,0.094,0.305,0.379,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,30.00,0.78,0.25,1,0.0030,0.0670,0.0700,0.2370,0.0070,0.0092,0.0073,0.0077,0.9080,0.2140,0.1693,0.0356,0.0044,0.0047,0.235595,0.293068,0.299925,0.260315,0.307540,0.0156,0.0064,0.0000,0.002,0.0020,-0.005,0.0868,0.0743,0.31053412,-0.052,0.075,-0.052,0.032,0.0042,0.0000,-0.00183,-0.0018300,-0.00183
499624,"13051","2020","Chris","Colabello",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,36.00,0.55,0.25,1,0.0000,0.0810,0.0810,0.2972,0.0100,0.0092,0.0063,0.0075,0.8952,0.2033,0.1350,0.0359,0.0031,0.0293,0.227118,0.296178,0.372296,0.287613,0.372450,0.0112,0.0045,0.0000,-0.002,-0.0020,-0.006,0.1046,0.1052,0.30197848,-0.028,0.098,-0.028,0.032,-0.0206,0.0000,-0.00239,-0.0023900,-0.00239
595963,"13180","2020","Tyler","Goeddel",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,27.00,0.71,0.25,1,0.0000,0.0810,0.0810,0.2659,0.0130,0.0092,0.0063,0.0075,0.8922,0.1910,0.1322,0.0361,0.0052,0.0175,0.214116,0.286837,0.325149,0.267824,0.320760,0.0124,0.0050,0.0000,0.001,0.0010,-0.005,0.0946,0.0880,0.28151874,-0.045,0.081,-0.045,0.032,-0.0123,0.0000,-0.00285,-0.0028500,-0.00285
605439,"13228","2020","Michael","Reed",NULL,1.000,"OF","R",0.082,0.055,0.027,0.027,0.027,0.088,0.137,0.110,0.445,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.013,27.00,0.69,0.25,1,0.0020,0.1120,0.1140,0.3076,0.0100,0.0092,0.0069,0.0075,0.8616,0.1963,0.1303,0.0411,0.0021,0.0228,0.227744,0.322454,0.359749,0.297895,0.380450,0.0171,0.0066,0.0002,0.000,0.0002,0.002,0.1074,0.0950,0.32207165,-0.019,0.107,-0.019,0.032,-0.0125,0.0000,0.00026,0.0002600,0.00026
572227,"13269","2020","Zach","Vincej",NULL,1.000,"SS","R",0.047,0.094,0.047,0.047,0.047,0.094,0.142,0.189,0.292,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,29.00,0.79,0.25,1,0.0010,0.0530,0.0540,0.1863,0.0100,0.0092,0.0064,0.0075,0.9221,0.2207,0.1605,0.0442,0.0027,0.0132,0.239271,0.286459,0.336139,0.268978,0.303370,0.0088,0.0043,-0.0004,0.001,0.0006,0.002,0.0921,0.0889,0.28420764,-0.044,0.082,-0.044,0.032,0.0041,0.0000,-0.00051,-0.0005100,-0.00051
572128,"13271","2020","Richie","Shaffer",NULL,1.000,"1B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,29.00,0.72,0.25,1,0.0010,0.0930,0.0940,0.3741,0.0120,0.0092,0.0063,0.0075,0.8802,0.1682,0.0948,0.0349,0.0030,0.0354,0.191049,0.275895,0.358382,0.273119,0.391870,0.0082,0.0034,-0.0001,0.001,0.0009,0.005,0.1039,0.1059,0.27770807,-0.041,0.086,-0.041,0.032,-0.0206,0.0000,-0.00230,-0.0023000,-0.00230
571851,"13300","2020","Spencer","Kieboom",NULL,1.000,"C","R",0.012,0.024,0.041,0.012,0.012,0.039,0.109,0.587,0.163,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,29.00,0.69,0.25,1,0.0000,0.0870,0.0870,0.2049,0.0070,0.0092,0.0072,0.0079,0.8909,0.1922,0.1362,0.0387,0.0022,0.0151,0.215756,0.288304,0.314939,0.265236,0.289000,0.0045,0.0019,-0.0002,0.001,0.0008,0.003,0.0908,0.0859,0.26090159,-0.047,0.079,-0.047,0.032,0.0212,-0.0110,0.00097,0.0009700,-0.00010
571918,"13325","2020","Deven","Marrero",NULL,1.000,"3B","R",0.025,0.077,0.025,0.074,0.025,0.036,0.236,0.176,0.327,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.013,29.00,0.77,0.25,1,0.0010,0.0660,0.0670,0.2949,0.0060,0.0092,0.0065,0.0075,0.9130,0.1884,0.1302,0.0350,0.0033,0.0199,0.206297,0.263048,0.317208,0.251191,0.322700,0.0141,0.0055,0.0002,0.000,0.0002,-0.017,0.0900,0.0896,0.27819052,-0.059,0.067,-0.059,0.032,0.0125,0.0000,-0.00304,-0.0030400,-0.00304
573113,"13443","2020","Tony","Renda",NULL,1.000,"2B","R",0.047,0.094,0.047,0.047,0.047,0.094,0.142,0.189,0.292,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,29.00,0.67,0.25,1,0.0010,0.0550,0.0560,0.1722,0.0090,0.0092,0.0064,0.0075,0.9211,0.2253,0.1627,0.0483,0.0039,0.0105,0.244649,0.292210,0.339675,0.273028,0.302590,0.0170,0.0067,0.0002,0.000,0.0002,-0.007,0.0938,0.0875,0.28797426,-0.041,0.086,-0.041,0.032,0.0041,0.0000,-0.00114,-0.0011400,-0.00114
573088,"13444","2020","Cam","Perkins",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,29.00,0.78,0.25,1,0.0020,0.0570,0.0590,0.2075,0.0130,0.0092,0.0063,0.0075,0.9142,0.2171,0.1427,0.0495,0.0030,0.0219,0.237447,0.290903,0.370037,0.282465,0.327510,0.0134,0.0055,0.0000,0.000,0.0000,-0.006,0.1014,0.1011,0.28195869,-0.032,0.094,-0.032,0.032,-0.0123,0.0000,-0.00178,-0.0017800,-0.00178
607471,"13718","2020","Christopher","Bostick",NULL,1.000,"2B","R",0.026,0.084,0.026,0.026,0.026,0.116,0.111,0.168,0.416,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,27.00,0.80,0.25,1,0.0010,0.0650,0.0660,0.2456,0.0100,0.0092,0.0067,0.0076,0.9097,0.2197,0.1508,0.0467,0.0050,0.0173,0.241531,0.297729,0.360669,0.283326,0.344980,0.0115,0.0053,-0.0003,0.001,0.0007,-0.003,0.0990,0.0951,0.30929095,-0.032,0.095,-0.032,0.032,0.0042,0.0000,0.00018,0.0001800,0.00018
581527,"13862","2020","Devon","Travis",NULL,1.000,"2B","R",0.065,0.231,0.024,0.024,0.007,0.031,0.054,0.153,0.411,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,29.00,0.73,0.25,1,0.0010,0.0460,0.0470,0.1817,0.0110,0.0092,0.0072,0.0075,0.9273,0.2427,0.1565,0.0525,0.0054,0.0283,0.261823,0.302972,0.421731,0.305469,0.353180,0.0142,0.0055,0.0002,0.001,0.0012,-0.010,0.1142,0.1146,0.29580574,-0.013,0.114,-0.013,0.032,0.0041,0.0000,0.00139,0.0013900,0.00139
623143,"13895","2020","Trevor","Brown",NULL,1.000,"C","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,28.00,0.57,0.25,1,0.0020,0.0610,0.0630,0.2386,0.0090,0.0092,0.0063,0.0075,0.9142,0.1936,0.1362,0.0379,0.0033,0.0162,0.211760,0.267272,0.313582,0.251728,0.297630,0.0111,0.0046,0.0000,0.000,0.0000,0.000,0.0891,0.0862,0.26600690,-0.059,0.067,-0.059,0.032,0.0206,-0.0033,-0.00062,-0.0006200,-0.00094
608365,"14106","2020","Addison","Russell",NULL,1.000,"SS","R",0.022,0.019,0.012,0.030,0.062,0.101,0.331,0.189,0.234,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,26.00,0.80,0.25,1,0.0050,0.0790,0.0840,0.2282,0.0110,0.0092,0.0062,0.0076,0.8912,0.2225,0.1401,0.0468,0.0037,0.0319,0.249708,0.319534,0.417833,0.312325,0.371610,0.0086,0.0034,0.0000,0.002,0.0020,0.014,0.1120,0.1163,0.29841866,-0.007,0.120,-0.007,0.032,0.0042,0.0000,0.00439,0.0043900,0.00439
