mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
678927,"sa3007039","2020","Cesar","Garcia",NULL,1.000,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,22.00,0.31,0.25,1,0.0010,0.0350,0.0360,0.2304,0.0100,0.0092,0.0063,0.0075,0.9402,0.1573,0.1271,0.0202,0.0022,0.0078,0.167352,0.204632,0.218486,0.186420,0.216550,0.0142,0.0059,0.0001,0.001,0.0011,0.000,0.0656,0.0635,0.21071177,-0.115,0.011,-0.115,0.032,-0.0123,0.0000,-0.00915,-0.0091500,-0.00915
680965,"sa3007056","2020","Josh","Shaw",NULL,1.000,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,23.00,0.46,0.25,1,0.0000,0.0360,0.0360,0.1721,0.0100,0.0092,0.0063,0.0075,0.9402,0.1866,0.1479,0.0296,0.0022,0.0069,0.198437,0.234043,0.256620,0.214805,0.236180,0.0101,0.0043,-0.0001,0.001,0.0009,0.000,0.0731,0.0705,0.23377130,-0.091,0.035,-0.091,0.032,0.0041,0.0000,-0.00524,-0.0052400,-0.00524
682102,"sa3007080","2020","Gunnar","Schubert",NULL,1.000,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.42,0.25,1,0.0000,0.0540,0.0540,0.2616,0.0110,0.0092,0.0063,0.0075,0.9212,0.1775,0.1355,0.0310,0.0038,0.0073,0.192696,0.244046,0.258097,0.221985,0.265960,0.0092,0.0038,-0.0001,0.001,0.0009,0.000,0.0756,0.0695,0.25795696,-0.085,0.042,-0.085,0.032,0.0041,0.0000,-0.00466,-0.0046600,-0.00466
682122,"sa3007082","2020","Gio","Dingcong",NULL,1.000,"1B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,25.00,0.24,0.25,1,0.0000,0.0330,0.0330,0.3646,0.0110,0.0092,0.0063,0.0075,0.9422,0.1303,0.0957,0.0153,0.0014,0.0179,0.138392,0.175496,0.214720,0.170618,0.240430,0.0086,0.0035,0.0000,0.001,0.0010,0.000,0.0642,0.0693,0.19816643,-0.129,-0.003,-0.129,0.032,-0.0206,0.0000,-0.01132,-0.0113200,-0.01132
682184,"sa3007088","2020","Vinny","Esposito",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.25,0.25,1,0.0000,0.0450,0.0450,0.3401,0.0120,0.0092,0.0063,0.0075,0.9292,0.1605,0.1136,0.0239,0.0024,0.0206,0.172698,0.218847,0.270114,0.212550,0.291180,0.0133,0.0054,0.0001,0.001,0.0011,0.000,0.0783,0.0814,0.24288194,-0.093,0.034,-0.093,0.032,-0.0123,0.0000,-0.00701,-0.0070100,-0.00701
682244,"sa3007093","2020","David","Garza",NULL,1.000,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,25.00,0.39,0.25,1,0.0000,0.0430,0.0430,0.2595,0.0130,0.0092,0.0063,0.0075,0.9302,0.1715,0.1271,0.0275,0.0022,0.0148,0.184394,0.228963,0.266161,0.216348,0.262380,0.0103,0.0041,0.0001,0.001,0.0011,0.000,0.0771,0.0771,0.23620742,-0.090,0.037,-0.090,0.032,0.0041,0.0000,-0.00513,-0.0051300,-0.00513
682264,"sa3007095","2020","Andrew","Warner",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,24.00,0.34,0.25,1,0.0000,0.0470,0.0470,0.3640,0.0130,0.0092,0.0063,0.0075,0.9262,0.1495,0.1061,0.0202,0.0018,0.0214,0.161466,0.210876,0.256446,0.204251,0.286710,0.0086,0.0035,0.0000,0.001,0.0010,0.000,0.0756,0.0792,0.23363122,-0.100,0.026,-0.100,0.032,-0.0123,0.0000,-0.00770,-0.0077000,-0.00770
682538,"sa3007100","2020","Grant","Fennell",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.56,0.25,1,0.0010,0.0590,0.0600,0.2898,0.0090,0.0092,0.0063,0.0075,0.9172,0.1876,0.1347,0.0327,0.0027,0.0176,0.204640,0.258320,0.303567,0.244158,0.311140,0.0072,0.0030,-0.0001,0.001,0.0009,0.000,0.0862,0.0851,0.27539284,-0.066,0.061,-0.066,0.032,-0.0123,0.0000,-0.00441,-0.0044100,-0.00441
641970,"sa3007280","2020","Michael","Perri",NULL,1.000,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,24.00,0.50,0.25,1,0.0000,0.0410,0.0410,0.1541,0.0110,0.0092,0.0063,0.0075,0.9342,0.2207,0.1571,0.0451,0.0037,0.0148,0.236217,0.274400,0.339953,0.263775,0.289610,0.0076,0.0031,-0.0001,0.001,0.0009,0.000,0.0916,0.0919,0.26643375,-0.049,0.078,-0.049,0.032,0.0123,0.0000,-0.00037,-0.0003700,-0.00037
681822,"sa3007316","2020","Jake","Brodt",NULL,1.000,"1B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,24.00,0.53,0.25,1,0.0010,0.0470,0.0480,0.3615,0.0090,0.0092,0.0063,0.0075,0.9292,0.1605,0.1113,0.0235,0.0024,0.0233,0.172709,0.218857,0.278388,0.214749,0.306980,0.0119,0.0049,0.0000,0.001,0.0010,0.000,0.0801,0.0848,0.24859576,-0.091,0.035,-0.091,0.032,-0.0206,0.0000,-0.00763,-0.0076300,-0.00763
681934,"sa3007321","2020","Randy","Norris",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,22.00,0.36,0.25,1,0.0000,0.0510,0.0510,0.3207,0.0110,0.0092,0.0063,0.0075,0.9242,0.1733,0.1273,0.0273,0.0030,0.0157,0.187428,0.236709,0.274293,0.223415,0.296450,0.0136,0.0057,0.0000,0.001,0.0010,0.000,0.0795,0.0784,0.26474047,-0.083,0.043,-0.083,0.032,-0.0123,0.0000,-0.00605,-0.0060500,-0.00605
680418,"sa3007510","2020","Tyler","Cropley",NULL,1.000,"C","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,24.00,0.28,0.25,1,0.0000,0.0470,0.0470,0.2621,0.0130,0.0092,0.0063,0.0075,0.9262,0.1611,0.1189,0.0242,0.0020,0.0159,0.173962,0.222523,0.256172,0.210088,0.251460,0.0106,0.0044,0.0000,0.001,0.0010,0.000,0.0758,0.0759,0.22144273,-0.095,0.031,-0.095,0.032,0.0206,0.0000,-0.00402,-0.0040200,-0.00402
677574,"sa3005897","2020","Frank","Herrera",NULL,1.000,"3B","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,19.00,0.28,0.25,1,0.0010,0.0250,0.0260,0.2354,0.0110,0.0092,0.0063,0.0075,0.9492,0.1629,0.1254,0.0193,0.0018,0.0164,0.171583,0.201132,0.247604,0.193717,0.234160,0.0097,0.0040,0.0000,0.001,0.0010,0.000,0.0707,0.0758,0.20783090,-0.109,0.017,-0.109,0.032,-0.0206,0.0000,-0.00938,-0.0093800,-0.00938
680598,"sa3006211","2020","Eliam","Arias",NULL,1.000,"SS","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,19.00,0.26,0.25,1,0.0000,0.0270,0.0270,0.3000,0.0100,0.0092,0.0063,0.0075,0.9492,0.1389,0.1131,0.0175,0.0019,0.0065,0.146339,0.177018,0.189184,0.161921,0.208060,0.0107,0.0044,0.0000,0.001,0.0010,0.000,0.0570,0.0566,0.20362965,-0.137,-0.010,-0.137,0.032,0.0123,0.0000,-0.00891,-0.0089100,-0.00891
681716,"sa3006226","2020","Jeremia","Almonte",NULL,1.000,"1B","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,19.00,0.26,0.25,1,0.0010,0.0370,0.0380,0.3284,0.0100,0.0092,0.0063,0.0075,0.9382,0.1412,0.1070,0.0165,0.0018,0.0159,0.150483,0.190381,0.222621,0.180748,0.240580,0.0092,0.0038,0.0000,0.001,0.0010,0.000,0.0666,0.0694,0.20834719,-0.120,0.006,-0.120,0.032,-0.0206,0.0000,-0.01045,-0.0104500,-0.01045
681608,"sa3006547","2020","Francisco","Gonzalez",NULL,1.000,"1B","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,20.00,0.24,0.25,1,0.0010,0.0270,0.0280,0.2434,0.0110,0.0092,0.0063,0.0075,0.9472,0.1622,0.1217,0.0186,0.0029,0.0190,0.171153,0.202389,0.257060,0.197707,0.241170,0.0104,0.0043,0.0000,0.001,0.0010,0.000,0.0733,0.0794,0.20684674,-0.106,0.021,-0.106,0.032,-0.0206,0.0000,-0.00909,-0.0090900,-0.00909
679681,"sa3006665","2020","Luke","Becker",NULL,1.000,"2B","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,24.00,0.39,0.25,1,0.0000,0.0540,0.0540,0.2280,0.0090,0.0092,0.0063,0.0075,0.9232,0.1670,0.1298,0.0258,0.0030,0.0083,0.180892,0.231455,0.242557,0.210233,0.237610,0.0107,0.0044,0.0000,0.001,0.0010,0.000,0.0728,0.0677,0.22854263,-0.095,0.032,-0.095,0.032,-0.0206,0.0000,-0.00802,-0.0080200,-0.00802
682174,"sa3007087","2020","Joseph","Pena",NULL,1.000,"2B","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.54,0.25,1,0.0000,0.0670,0.0670,0.2053,0.0110,0.0092,0.0063,0.0075,0.9082,0.1763,0.1411,0.0250,0.0039,0.0063,0.194113,0.255903,0.251086,0.226944,0.243800,0.0120,0.0049,0.0000,0.001,0.0010,0.000,0.0770,0.0675,0.24144298,-0.080,0.046,-0.080,0.032,0.0041,0.0000,-0.00417,-0.0041700,-0.00417
682152,"sa3007527","2020","Dean","Lockery",NULL,1.000,"2B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.31,0.25,1,0.0020,0.0420,0.0440,0.2352,0.0090,0.0092,0.0063,0.0075,0.9332,0.1651,0.1324,0.0224,0.0027,0.0077,0.176893,0.219457,0.231233,0.198439,0.231140,0.0095,0.0039,0.0000,0.001,0.0010,0.000,0.0688,0.0655,0.22556606,-0.105,0.021,-0.105,0.032,0.0041,0.0000,-0.00659,-0.0065900,-0.00659
680782,"sa3007644","2020","Matt","Morrow",NULL,1.000,"2B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.23,0.25,1,0.0000,0.0330,0.0330,0.2009,0.0100,0.0092,0.0063,0.0075,0.9432,0.1663,0.1368,0.0210,0.0018,0.0067,0.176325,0.210634,0.223683,0.191484,0.215980,0.0118,0.0048,0.0001,0.001,0.0011,0.000,0.0660,0.0640,0.21477594,-0.111,0.015,-0.111,0.032,0.0041,0.0000,-0.00717,-0.0071700,-0.00717
681951,"sa3007649","2020","Alex","Junior",NULL,1.000,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.28,0.25,1,0.0000,0.0510,0.0510,0.3678,0.0110,0.0092,0.0063,0.0075,0.9242,0.1403,0.1049,0.0192,0.0023,0.0139,0.151809,0.203582,0.222648,0.189395,0.260810,0.0122,0.0050,0.0001,0.001,0.0011,0.000,0.0685,0.0671,0.22981818,-0.113,0.013,-0.113,0.032,-0.0123,0.0000,-0.00895,-0.0089500,-0.00895
682569,"sa3007655","2020","Kyle","Mottice",NULL,1.000,"2B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.40,0.25,1,0.0000,0.0550,0.0550,0.1742,0.0190,0.0092,0.0063,0.0075,0.9122,0.1976,0.1588,0.0298,0.0023,0.0066,0.216526,0.273233,0.276055,0.243938,0.258540,0.0266,0.0110,0.0003,0.001,0.0013,0.000,0.0830,0.0727,0.25849235,-0.066,0.061,-0.066,0.032,0.0041,0.0000,-0.00278,-0.0027800,-0.00278
663350,"sa3007972","2020","Brandon","Riley",NULL,1.000,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,23.00,0.55,0.25,1,0.0000,0.0590,0.0590,0.2641,0.0070,0.0092,0.0063,0.0075,0.9202,0.1726,0.1326,0.0268,0.0027,0.0105,0.187510,0.240056,0.256732,0.219552,0.262810,0.0133,0.0056,0.0000,0.001,0.0010,0.000,0.0764,0.0716,0.24820089,-0.087,0.040,-0.087,0.032,0.0041,0.0000,-0.00485,-0.0048500,-0.00485
667664,"sa3008004","2020","Luke","Reynolds",NULL,1.000,"3B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,25.00,0.56,0.25,1,0.0030,0.0600,0.0630,0.3215,0.0100,0.0092,0.0063,0.0075,0.9132,0.1726,0.1220,0.0295,0.0027,0.0183,0.188995,0.247144,0.287563,0.232574,0.307260,0.0063,0.0026,-0.0001,0.001,0.0009,0.000,0.0833,0.0823,0.26562231,-0.076,0.051,-0.076,0.032,-0.0206,0.0000,-0.00619,-0.0061900,-0.00619
673963,"sa3008050","2020","Zach","Rheams",NULL,1.000,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,23.00,0.33,0.25,1,0.0000,0.0490,0.0490,0.3418,0.0110,0.0092,0.0063,0.0075,0.9262,0.1602,0.1110,0.0233,0.0019,0.0240,0.172914,0.221546,0.279796,0.217398,0.298260,0.0079,0.0032,0.0000,0.001,0.0010,0.000,0.0807,0.0857,0.23983096,-0.089,0.038,-0.089,0.032,-0.0206,0.0000,-0.00744,-0.0074400,-0.00744
682909,"sa3008364","2020","Wilker","Velasquez",NULL,1.000,"2B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,19.00,0.25,0.25,1,0.0000,0.0260,0.0260,0.2813,0.0100,0.0092,0.0063,0.0075,0.9502,0.1491,0.1222,0.0180,0.0022,0.0067,0.156893,0.186251,0.201615,0.170766,0.216110,0.0101,0.0042,0.0000,0.001,0.0010,0.000,0.0595,0.0593,0.21263252,-0.129,-0.003,-0.129,0.032,0.0041,0.0000,-0.00893,-0.0089300,-0.00893
683126,"sa3008562","2020","Trey","Jacobs",NULL,1.000,"3B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,23.00,0.25,0.25,1,0.0010,0.0300,0.0310,0.2977,0.0100,0.0092,0.0063,0.0075,0.9452,0.1566,0.1186,0.0211,0.0020,0.0149,0.165666,0.198838,0.239494,0.190083,0.248370,0.0103,0.0042,0.0000,0.001,0.0010,0.000,0.0690,0.0723,0.22137166,-0.112,0.014,-0.112,0.032,-0.0206,0.0000,-0.00967,-0.0096700,-0.00967
523251,"sa3008601","2020","Sho","Aranami",NULL,1.000,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,34.00,0.34,0.25,1,0.0000,0.0650,0.0650,0.2506,0.0100,0.0092,0.0063,0.0075,0.9112,0.1885,0.1381,0.0296,0.0043,0.0165,0.206858,0.265157,0.303098,0.248347,0.294790,0.0186,0.0078,0.0001,-0.001,-0.0009,0.000,0.0882,0.0843,0.26396562,-0.062,0.064,-0.062,0.032,0.0041,0.0000,-0.00260,-0.0026000,-0.00260
684890,"sa3008616","2020","D.C.","Arendas",NULL,1.000,"1B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,26.00,0.50,0.25,1,0.0000,0.0630,0.0630,0.3923,0.0130,0.0092,0.0063,0.0075,0.9102,0.1471,0.0970,0.0237,0.0042,0.0223,0.161686,0.224578,0.270243,0.217004,0.314390,0.0071,0.0029,0.0000,0.001,0.0010,0.000,0.0805,0.0815,0.24806202,-0.089,0.037,-0.089,0.032,-0.0206,0.0000,-0.00744,-0.0074400,-0.00744
681550,"sa3007520","2020","Nick","Patten",NULL,1.000,"1B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,23.00,0.29,0.25,1,0.0010,0.0390,0.0400,0.3582,0.0110,0.0092,0.0063,0.0075,0.9352,0.1401,0.1007,0.0184,0.0019,0.0190,0.149829,0.192330,0.234708,0.186110,0.259840,0.0088,0.0036,0.0000,0.001,0.0010,0.000,0.0695,0.0737,0.21414677,-0.116,0.011,-0.116,0.032,-0.0206,0.0000,-0.01006,-0.0100600,-0.01006
682137,"sa3007526","2020","Chase","Lambert",NULL,1.000,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.38,0.25,1,0.0000,0.0630,0.0630,0.2189,0.0110,0.0092,0.0063,0.0075,0.9122,0.1884,0.1423,0.0309,0.0034,0.0118,0.206414,0.263950,0.286425,0.242265,0.273140,0.0143,0.0059,0.0000,0.001,0.0010,0.000,0.0841,0.0781,0.25631350,-0.067,0.059,-0.067,0.032,0.0041,0.0000,-0.00290,-0.0029000,-0.00290
682560,"sa3007530","2020","Kiki","Menendez",NULL,1.000,"1B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,25.00,0.24,0.25,1,0.0000,0.0390,0.0390,0.3112,0.0100,0.0092,0.0063,0.0075,0.9372,0.1661,0.1166,0.0240,0.0023,0.0232,0.177176,0.216411,0.281872,0.214551,0.286080,0.0097,0.0040,0.0000,0.001,0.0010,0.000,0.0798,0.0862,0.23414714,-0.091,0.035,-0.091,0.032,-0.0206,0.0000,-0.00763,-0.0076300,-0.00763
657662,"sa3007630","2020","Jon","Littell",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.26,0.25,1,0.0000,0.0400,0.0400,0.3061,0.0100,0.0092,0.0063,0.0075,0.9362,0.1462,0.1117,0.0180,0.0020,0.0145,0.156185,0.197462,0.226190,0.186264,0.238550,0.0099,0.0041,0.0000,0.001,0.0010,0.000,0.0677,0.0692,0.21136254,-0.116,0.011,-0.116,0.032,-0.0123,0.0000,-0.00926,-0.0092600,-0.00926
681016,"sa3007645","2020","Brendan","Venter",NULL,1.000,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,23.00,0.50,0.25,1,0.0020,0.0400,0.0420,0.3286,0.0160,0.0092,0.0063,0.0075,0.9282,0.1564,0.1110,0.0259,0.0015,0.0180,0.168514,0.215771,0.257778,0.206114,0.275680,0.0052,0.0021,-0.0001,0.001,0.0009,0.000,0.0750,0.0772,0.23493465,-0.098,0.028,-0.098,0.032,0.0041,0.0000,-0.00592,-0.0059200,-0.00592
681967,"sa3007650","2020","Austin","Dennis",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,23.00,0.56,0.25,1,0.0000,0.0470,0.0470,0.2195,0.0090,0.0092,0.0063,0.0075,0.9302,0.1804,0.1377,0.0271,0.0035,0.0121,0.193980,0.237936,0.269641,0.221930,0.255580,0.0214,0.0089,0.0002,0.001,0.0012,0.000,0.0787,0.0760,0.23835151,-0.085,0.042,-0.085,0.032,-0.0123,0.0000,-0.00623,-0.0062300,-0.00623
681155,"sa3007746","2020","Brett","Wright",NULL,1.000,"C","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,24.00,0.30,0.25,1,0.0000,0.0420,0.0420,0.2961,0.0130,0.0092,0.0063,0.0075,0.9312,0.1415,0.1042,0.0192,0.0016,0.0165,0.151917,0.197708,0.229084,0.187942,0.233720,0.0097,0.0040,0.0000,0.001,0.0010,0.000,0.0694,0.0712,0.19964862,-0.114,0.012,-0.114,0.032,0.0206,0.0000,-0.00587,-0.0058700,-0.00587
681593,"sa3007749","2020","Johendry","Vasquez",NULL,1.000,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,19.00,0.22,0.25,1,0.0010,0.0340,0.0350,0.3068,0.0100,0.0092,0.0063,0.0075,0.9412,0.1443,0.1124,0.0169,0.0017,0.0133,0.153389,0.190568,0.217444,0.178802,0.231490,0.0103,0.0042,0.0000,0.001,0.0010,0.000,0.0649,0.0668,0.20839962,-0.122,0.004,-0.122,0.032,0.0041,0.0000,-0.00825,-0.0082500,-0.00825
682578,"sa3007752","2020","Jimmy","Smith",NULL,1.000,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.24,0.25,1,0.0000,0.0370,0.0370,0.2996,0.0100,0.0092,0.0063,0.0075,0.9392,0.1691,0.1226,0.0243,0.0024,0.0198,0.180142,0.217558,0.274504,0.212495,0.278990,0.0100,0.0041,0.0000,0.001,0.0010,0.000,0.0775,0.0824,0.23800414,-0.093,0.033,-0.093,0.032,-0.0123,0.0000,-0.00702,-0.0070200,-0.00702
682226,"sa3007790","2020","Cole","Kreuter",NULL,1.000,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.22,0.25,1,0.0000,0.0390,0.0390,0.3180,0.0120,0.0092,0.0063,0.0075,0.9352,0.1665,0.1222,0.0288,0.0025,0.0130,0.177987,0.218830,0.255764,0.207183,0.275980,0.0101,0.0041,0.0000,0.001,0.0010,0.000,0.0734,0.0734,0.25094000,-0.098,0.029,-0.098,0.032,-0.0123,0.0000,-0.00751,-0.0075100,-0.00751
680737,"sa3008280","2020","Michael","Helman","MIN",1.011,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.51,0.25,1,0.0000,0.0387,0.0387,0.1571,0.0090,0.0092,0.0063,0.0075,0.9385,0.2085,0.1558,0.0374,0.0032,0.0121,0.222210,0.257903,0.307579,0.244205,0.268060,0.0148,0.0064,-0.0001,0.001,0.0009,0.000,0.0918,0.0893,0.25283213,-0.066,0.061,-0.067,0.032,0.0041,0.0000,-0.00291,-0.0029100,-0.00291
682618,"sa3008743","2020","Misael","Urbina","MIN",1.011,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,18.00,0.21,0.25,1,0.0010,0.0328,0.0338,0.2231,0.0110,0.0092,0.0063,0.0075,0.9414,0.1732,0.1305,0.0222,0.0027,0.0178,0.184085,0.219466,0.270221,0.211402,0.249660,0.0172,0.0071,0.0001,0.001,0.0011,0.000,0.0832,0.0854,0.21949153,-0.094,0.033,-0.095,0.032,0.0041,0.0000,-0.00561,-0.0056100,-0.00561
665173,"sa3008003","2020","Alex","McKenna","HOU",0.954,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,22.00,0.45,0.25,1,0.0000,0.0411,0.0411,0.3259,0.0120,0.0092,0.0063,0.0075,0.9332,0.1685,0.1259,0.0233,0.0028,0.0164,0.180531,0.222925,0.264347,0.212374,0.286690,0.0150,0.0066,-0.0001,0.001,0.0009,0.000,0.0819,0.0818,0.25417781,-0.093,0.033,-0.087,0.032,0.0041,0.0000,-0.00486,-0.0048600,-0.00486
